onset	duration	response_time
15.1	n/a	0.239
22.5	n/a	0.203
28.6	n/a	0.232
33.6	n/a	0.282
42.8	n/a	0.228
51.2	n/a	0.232
56.6	n/a	0.284
60.5	n/a	0.492
63.4	n/a	0.291
72.7	n/a	0.236
82.1	n/a	0.298
86.0	n/a	0.354
88.5	n/a	0.372
92.4	n/a	0.325
97.2	n/a	0.262
105.2	n/a	0.279
112.6	n/a	0.305
116.0	n/a	0.352
120.6	n/a	0.476
125.2	n/a	0.312
129.1	n/a	0.251
134.1	n/a	0.236
141.5	n/a	0.281
149.2	n/a	0.222
153.1	n/a	0.285
161.5	n/a	0.251
167.8	n/a	0.277
177.9	n/a	0.245
183.0	n/a	0.256
189.9	n/a	0.295
194.1	n/a	0.296
200.1	n/a	0.319
207.5	n/a	0.297
211.2	n/a	0.284
217.2	n/a	0.281
224.8	n/a	0.246
229.6	n/a	0.297
234.0	n/a	0.384
236.4	n/a	0.386
242.3	n/a	0.582
251.3	n/a	0.221
259.3	n/a	0.234
261.7	n/a	0.281
269.7	n/a	0.246
279.7	n/a	0.292
288.1	n/a	0.256
296.9	n/a	0.308
306.5	n/a	0.292
314.1	n/a	0.257
322.9	n/a	0.404
325.6	n/a	0.472
332.1	n/a	0.385
335.9	n/a	0.341
342.1	n/a	0.294
348.6	n/a	0.245
353.8	n/a	0.456
363.9	n/a	0.244
372.4	n/a	0.299
378.0	n/a	0.403
383.8	n/a	0.429
392.8	n/a	0.355
401.5	n/a	0.293
404.0	n/a	0.375
406.9	n/a	0.304
414.7	n/a	0.235
417.4	n/a	0.595
427.5	n/a	0.253
436.6	n/a	0.459
445.3	n/a	0.323
448.1	n/a	0.228
451.8	n/a	0.344
457.9	n/a	0.287
465.5	n/a	0.346
475.0	n/a	0.425
482.7	n/a	0.234
485.8	n/a	0.421
496.0	n/a	0.461
503.5	n/a	0.266
512.7	n/a	0.274
522.4	n/a	0.263
530.7	n/a	0.298
539.3	n/a	0.341
544.4	n/a	0.300
551.6	n/a	0.568
555.5	n/a	0.317
565.5	n/a	0.331
575.5	n/a	0.272
584.5	n/a	0.456
593.5	n/a	0.309
596.5	n/a	0.385
