onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.98	04:47:37	1	17075	1	1	6	14	16	10	3	12	8	n/a	n/a	9,3	1
12.0	n/a	1.666	04:47:49	1	23065	2	2	2	7	16	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
18.0	n/a	2.23	04:47:55	1	34770	3	3	6	8	2	13	1	10	11	n/a	n/a	15,4	1
29.0	n/a	1.651	04:48:06	1	40275	4	4	2	14	2	n/a	n/a	n/a	n/a	n/a	n/a	7,2	1
35.0	n/a	2.104	04:48:12	1	52174	5	5	6	6	5	13	10	1	14	n/a	n/a	3,5	1
47.0	n/a	2.339	04:48:24	1	63987	6	6	6	10	15	16	6	14	1	n/a	n/a	15,2	1
59.0	n/a	2.731	04:48:36	1	76184	7	7	6	9	4	8	14	13	2	n/a	n/a	16,2	1
71.0	n/a	1.51	04:48:48	1	81532	8	8	2	14	12	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
76.0	n/a	1.83	04:48:53	1	92823	9	9	6	7	15	12	3	4	14	n/a	n/a	14,6	1
87.0	n/a	2.838	04:49:04	1	99505	10	10	2	5	12	n/a	n/a	n/a	n/a	n/a	n/a	8,2	0
94.0	n/a	1.918	04:49:11	1	105267	11	11	2	11	6	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
100.0	n/a	1.673	04:49:17	1	110791	12	12	2	3	11	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
