onset	duration	response_time
13.3	n/a	0.238
18.8	n/a	0.183
25.0	n/a	0.233
28.0	n/a	0.480
36.5	n/a	0.234
45.8	n/a	0.266
54.4	n/a	0.243
63.5	n/a	0.236
71.6	n/a	0.267
79.3	n/a	0.283
88.4	n/a	0.265
95.3	n/a	0.233
103.8	n/a	0.284
108.6	n/a	0.249
118.1	n/a	0.213
127.6	n/a	0.251
136.2	n/a	0.232
143.3	n/a	0.251
149.4	n/a	0.302
157.6	n/a	0.209
166.9	n/a	0.252
173.9	n/a	0.264
178.2	n/a	0.291
182.6	n/a	0.249
188.1	n/a	0.235
195.0	n/a	0.251
199.0	n/a	0.237
208.7	n/a	0.293
218.6	n/a	0.267
222.0	n/a	0.346
229.2	n/a	0.227
234.4	n/a	0.249
239.8	n/a	0.239
242.7	n/a	0.841
252.7	n/a	0.260
259.0	n/a	0.330
268.2	n/a	0.207
272.6	n/a	0.229
282.5	n/a	0.254
289.0	n/a	0.285
296.8	n/a	0.242
