onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.267	05:00:15	1	26350	1	1	2	10	16	n/a	n/a	n/a	n/a	n/a	n/a	5,2	1
5.0	n/a	1.365	05:00:20	1	31568	2	2	2	1	10	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
10.0	n/a	1.553	05:00:25	1	36980	3	3	2	13	10	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
15.0	n/a	1.917	05:00:30	1	48370	4	4	6	3	11	15	12	4	16	n/a	n/a	3,1	0
27.0	n/a	3.61	05:00:42	1	61957	5	5	6	4	3	13	7	6	8	n/a	n/a	10,5	1
40.0	n/a	1.211	05:00:55	1	67016	6	6	2	11	16	n/a	n/a	n/a	n/a	n/a	n/a	14,2	1
45.0	n/a	1.692	05:01:00	1	78167	7	7	6	13	10	7	15	16	14	n/a	n/a	4,6	1
57.0	n/a	2.201	05:01:12	1	84217	8	8	2	9	6	n/a	n/a	n/a	n/a	n/a	n/a	5,1	1
63.0	n/a	1.833	05:01:18	1	95514	9	9	6	2	11	3	12	15	16	n/a	n/a	2,3	1
74.0	n/a	1.518	05:01:29	1	106497	10	10	6	6	10	11	12	16	2	n/a	n/a	15,3	1
85.0	n/a	1.495	05:01:40	1	117481	11	11	6	9	11	5	4	10	2	n/a	n/a	7,1	1
96.0	n/a	1.303	05:01:51	1	122638	12	12	2	3	5	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
