onset	duration	response_time
12.6	n/a	0.156
16.8	n/a	0.215
21.4	n/a	0.176
26.5	n/a	0.165
33.2	n/a	0.198
39.6	n/a	0.158
47.6	n/a	0.152
51.7	n/a	0.255
59.2	n/a	0.188
69.0	n/a	0.207
78.8	n/a	0.176
85.6	n/a	0.189
91.8	n/a	0.184
100.0	n/a	0.194
107.4	n/a	0.184
111.6	n/a	0.214
120.7	n/a	0.158
126.1	n/a	0.206
134.3	n/a	0.161
139.5	n/a	0.227
148.2	n/a	0.199
155.5	n/a	0.217
161.1	n/a	0.215
165.7	n/a	0.194
172.9	n/a	0.161
178.8	n/a	0.203
181.8	n/a	0.376
189.1	n/a	0.170
198.1	n/a	0.159
201.2	n/a	0.248
206.6	n/a	0.218
210.9	n/a	0.172
215.5	n/a	0.204
218.1	n/a	0.223
222.6	n/a	0.174
226.9	n/a	0.170
229.2	n/a	0.236
231.5	n/a	0.181
241.3	n/a	0.201
243.6	n/a	0.238
248.1	n/a	0.192
258.3	n/a	0.186
266.7	n/a	0.181
269.8	n/a	0.222
277.2	n/a	0.177
281.3	n/a	0.186
287.2	n/a	0.198
292.8	n/a	0.259
302.5	n/a	0.200
306.4	n/a	0.219
315.9	n/a	0.243
318.6	n/a	0.344
322.3	n/a	0.317
329.7	n/a	0.271
334.4	n/a	0.214
339.5	n/a	0.243
346.8	n/a	0.158
353.4	n/a	0.173
356.1	n/a	0.209
366.0	n/a	0.165
375.5	n/a	0.224
378.8	n/a	0.272
387.9	n/a	0.301
395.8	n/a	0.158
404.2	n/a	0.177
413.6	n/a	0.279
420.6	n/a	0.241
428.6	n/a	0.173
433.0	n/a	0.230
439.6	n/a	0.186
445.8	n/a	0.218
450.8	n/a	0.221
458.6	n/a	0.178
461.7	n/a	0.237
471.3	n/a	0.190
475.2	n/a	0.169
482.3	n/a	0.215
490.8	n/a	0.172
497.7	n/a	0.219
501.1	n/a	0.251
509.8	n/a	0.199
512.8	n/a	0.247
518.0	n/a	0.222
522.6	n/a	0.250
527.4	n/a	0.197
535.4	n/a	0.212
541.6	n/a	0.172
549.0	n/a	0.001
551.8	n/a	0.306
557.8	n/a	0.215
565.5	n/a	0.168
570.6	n/a	0.196
579.5	n/a	0.189
587.9	n/a	0.204
591.9	n/a	0.226
