onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.018	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	27.499
10.049	5.007	ITI	0	Picture	Fixation+	1	13.859	n/a	37.529
15.072	2.006	Cue	0	Picture	Maintain	1	11.836	n/a	42.552
17.078	4.99	Pic	0	Picture	IAPS_01	1	6.846	n/a	44.558
22.068	2.006	Blank	0	Picture	BLANK	1	4.84	n/a	49.548
28.914	n/a	ConfirmRating	0	Response	n/a	1	n/a	2	56.395
28.932	6.002	ITI	1	Picture	Fixation+	2	15.42	n/a	56.412
34.95	2.006	Cue	1	Picture	Enhance	2	13.397	n/a	62.43
36.956	4.99	Pic	1	Picture	IAPS_26	2	8.407	n/a	64.436
41.946	2.006	Blank	1	Picture	BLANK	2	6.401	n/a	69.426
50.353	n/a	ConfirmRating	1	Response	n/a	2	n/a	7	77.833
50.385	4.012	ITI	2	Picture	Fixation+	3	13.721	n/a	77.865
54.413	2.006	Cue	2	Picture	Suppress	3	11.698	n/a	81.894
56.419	4.99	Pic	2	Picture	IAPS_36	3	6.708	n/a	83.9
61.409	2.006	Blank	2	Picture	BLANK	3	4.702	n/a	88.89
68.118	n/a	ConfirmRating	2	Response	n/a	3	n/a	3	95.598
68.141	5.007	ITI	3	Picture	Fixation+	4	10.694	n/a	95.621
73.164	2.006	Cue	3	Picture	Maintain	4	8.671	n/a	100.644
75.17	4.99	Pic	3	Picture	IAPS_46	4	3.681	n/a	102.65
80.16	2.006	Blank	3	Picture	BLANK	4	1.675	n/a	107.641
83.841	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	111.322
83.874	5.007	ITI	4	Picture	Fixation+	4	10.832	n/a	111.354
88.897	2.006	Cue	4	Picture	Maintain	4	8.809	n/a	116.377
90.903	4.99	Pic	4	Picture	IAPS_49	4	3.819	n/a	118.383
95.893	2.006	Blank	4	Picture	BLANK	4	1.813	n/a	123.374
99.712	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	127.192
99.74	6.002	ITI	5	Picture	Fixation+	2	11.106	n/a	127.22
105.758	2.006	Cue	5	Picture	Enhance	2	9.083	n/a	133.238
107.764	4.99	Pic	5	Picture	IAPS_27	2	4.093	n/a	135.244
112.754	2.006	Blank	5	Picture	BLANK	2	2.087	n/a	140.234
116.847	n/a	ConfirmRating	5	Response	n/a	2	n/a	5	144.327
116.865	4.012	ITI	6	Picture	Fixation+	1	11.005	n/a	144.346
120.894	2.006	Cue	6	Picture	Maintain	1	8.982	n/a	148.374
122.9	4.99	Pic	6	Picture	IAPS_02	1	3.992	n/a	150.381
127.89	2.006	Blank	6	Picture	BLANK	1	1.986	n/a	155.371
131.882	n/a	ConfirmRating	6	Response	n/a	1	n/a	3	159.363
131.902	6.002	ITI	7	Picture	Fixation+	3	11.257	n/a	159.383
137.92	2.006	Cue	7	Picture	Suppress	3	9.235	n/a	165.401
139.926	4.99	Pic	7	Picture	IAPS_37	3	4.245	n/a	167.407
144.917	2.006	Blank	7	Picture	BLANK	3	2.239	n/a	172.397
149.161	n/a	ConfirmRating	7	Response	n/a	3	n/a	7	176.642
149.194	5.007	ITI	8	Picture	Fixation+	4	10.651	n/a	176.674
154.217	2.006	Cue	8	Picture	Maintain	4	8.629	n/a	181.698
156.223	4.99	Pic	8	Picture	IAPS_52	4	3.638	n/a	183.704
161.214	2.006	Blank	8	Picture	BLANK	4	1.632	n/a	188.694
164.852	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	192.332
164.877	6.002	ITI	9	Picture	Fixation+	1	10.518	n/a	192.358
170.895	2.006	Cue	9	Picture	Maintain	1	8.495	n/a	198.376
172.902	4.99	Pic	9	Picture	IAPS_03	1	3.505	n/a	200.382
177.892	2.006	Blank	9	Picture	BLANK	1	1.499	n/a	205.372
181.397	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	208.877
181.423	5.007	ITI	10	Picture	Fixation+	2	10.456	n/a	208.903
186.446	2.006	Cue	10	Picture	Enhance	2	8.433	n/a	213.927
188.452	4.99	Pic	10	Picture	IAPS_28	2	3.443	n/a	215.933
193.443	2.006	Blank	10	Picture	BLANK	2	1.437	n/a	220.923
196.885	n/a	ConfirmRating	10	Response	n/a	2	n/a	7	224.366
196.908	4.012	ITI	11	Picture	Fixation+	3	11.596	n/a	224.388
200.936	2.006	Cue	11	Picture	Suppress	3	9.574	n/a	228.417
202.942	4.99	Pic	11	Picture	IAPS_38	3	4.584	n/a	230.423
207.933	2.006	Blank	11	Picture	BLANK	3	2.578	n/a	235.413
212.516	n/a	ConfirmRating	11	Response	n/a	3	n/a	3	239.996
212.541	6.002	ITI	12	Picture	Fixation+	2	11.313	n/a	240.022
218.559	2.006	Cue	12	Picture	Enhance	2	9.29	n/a	246.04
220.565	4.99	Pic	12	Picture	IAPS_29	2	4.3	n/a	248.046
225.556	2.006	Blank	12	Picture	BLANK	2	2.294	n/a	253.036
229.856	n/a	ConfirmRating	12	Response	n/a	2	n/a	4	257.336
229.883	5.007	ITI	13	Picture	Fixation+	1	10.273	n/a	257.363
