onset	duration	trial_type	event_type	time_until_response	response_time	trial_number	block_num_within_trial	image_seq_num_within_block	question_seq_num_within_block	image_seq_num	picture_number	condition	question_type	block_type	rating	rating_computed	onset_uncorrected	KDEV_imagefile
0.012	10.014	ITI	Fixation+	98.521	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	32.97	n/a
10.042	0.497	angry	Picture	98.007	n/a	1	1	1	n/a	1	108	3	n/a	n/a	n/a	n/a	43.0	AM09ANS.jpg
10.539	0.514	Blank	Blank	97.493	n/a	1	1	1	n/a	1	n/a	3	n/a	n/a	n/a	n/a	43.497	n/a
11.07	0.497	angry	Picture	96.979	n/a	1	1	2	n/a	2	99	3	n/a	n/a	n/a	n/a	44.028	AF31ANS.jpg
11.567	0.514	Blank	Blank	96.465	n/a	1	1	2	n/a	2	n/a	3	n/a	n/a	n/a	n/a	44.525	n/a
12.098	0.497	angry	Picture	95.951	n/a	1	1	3	n/a	3	98	3	n/a	n/a	n/a	n/a	45.056	BF29ANS.jpg
12.595	0.514	Blank	Blank	95.437	n/a	1	1	3	n/a	3	n/a	3	n/a	n/a	n/a	n/a	45.553	n/a
13.125	0.497	angry	Picture	94.923	n/a	1	1	4	n/a	4	107	3	n/a	n/a	n/a	n/a	46.084	BM08ANS.jpg
13.623	0.514	Blank	Blank	94.409	n/a	1	1	4	n/a	4	n/a	3	n/a	n/a	n/a	n/a	46.581	n/a
14.153	0.497	angry	Picture	93.895	n/a	1	1	5	n/a	5	104	3	n/a	n/a	n/a	n/a	47.111	BM05ANS.jpg
14.651	0.514	Blank	Blank	93.381	n/a	1	1	5	n/a	5	n/a	3	n/a	n/a	n/a	n/a	47.609	n/a
15.181	0.497	angry	Picture	92.867	n/a	1	1	6	n/a	6	101	3	n/a	n/a	n/a	n/a	48.139	AM01ANS.jpg
15.678	0.514	Blank	Blank	92.353	n/a	1	1	6	n/a	6	n/a	3	n/a	n/a	n/a	n/a	48.637	n/a
16.209	0.497	angry	Picture	91.839	n/a	1	1	7	n/a	7	103	3	n/a	n/a	n/a	n/a	49.167	AM04ANS.jpg
16.706	0.514	Blank	Blank	91.325	n/a	1	1	7	n/a	7	n/a	3	n/a	n/a	n/a	n/a	49.665	n/a
17.237	0.497	angry	Picture	90.811	n/a	1	1	8	n/a	8	111	3	n/a	n/a	n/a	n/a	50.195	BM12ANS.jpg
17.734	0.514	Blank	Blank	90.297	n/a	1	1	8	n/a	8	n/a	3	n/a	n/a	n/a	n/a	50.693	n/a
18.265	0.497	angry	Picture	89.784	n/a	1	1	9	n/a	9	110	3	n/a	n/a	n/a	n/a	51.223	AM11ANS.jpg
18.762	0.514	Blank	Blank	89.27	n/a	1	1	9	n/a	9	n/a	3	n/a	n/a	n/a	n/a	51.72	n/a
19.293	0.497	angry	Picture	88.756	n/a	1	1	10	n/a	10	85	3	n/a	n/a	n/a	n/a	52.251	BF07ANS.jpg
19.79	0.514	Blank	Blank	88.242	n/a	1	1	10	n/a	10	n/a	3	n/a	n/a	n/a	n/a	52.748	n/a
20.321	0.497	angry	Picture	87.728	n/a	1	1	11	n/a	11	87	3	n/a	n/a	n/a	n/a	53.279	BF11ANS.jpg
20.818	0.514	Blank	Blank	87.214	n/a	1	1	11	n/a	11	n/a	3	n/a	n/a	n/a	n/a	53.776	n/a
21.349	0.497	angry	Picture	86.7	n/a	1	1	12	n/a	12	91	3	n/a	n/a	n/a	n/a	54.307	AF20ANS.jpg
21.846	0.514	Blank	Blank	86.186	n/a	1	1	12	n/a	12	n/a	3	n/a	n/a	n/a	n/a	54.804	n/a
22.376	0.497	angry	Picture	85.672	n/a	1	1	13	n/a	13	115	3	n/a	n/a	n/a	n/a	55.335	AM23ANS.jpg
22.874	0.514	Blank	Blank	85.158	n/a	1	1	13	n/a	13	n/a	3	n/a	n/a	n/a	n/a	55.832	n/a
23.404	0.497	angry	Picture	84.644	n/a	1	1	14	n/a	14	97	3	n/a	n/a	n/a	n/a	56.362	BF28ANS.jpg
23.902	0.514	Blank	Blank	84.13	n/a	1	1	14	n/a	14	n/a	3	n/a	n/a	n/a	n/a	56.86	n/a
24.432	0.497	angry	Picture	83.616	n/a	1	1	15	n/a	15	82	3	n/a	n/a	n/a	n/a	57.39	AF03ANS.jpg
24.93	0.514	Blank	Blank	83.102	n/a	1	1	15	n/a	15	n/a	3	n/a	n/a	n/a	n/a	57.888	n/a
25.46	0.496	angry	Picture	82.59	n/a	1	1	16	n/a	16	96	3	n/a	n/a	n/a	n/a	58.418	AF26ANS.jpg
25.956	0.515	Blank	Blank	82.074	n/a	1	1	16	n/a	16	n/a	3	n/a	n/a	n/a	n/a	58.914	n/a
26.488	0.497	angry	Picture	81.56	n/a	1	1	17	n/a	17	109	3	n/a	n/a	n/a	n/a	59.446	AM10ANS.jpg
26.985	0.514	Blank	Blank	81.047	n/a	1	1	17	n/a	17	n/a	3	n/a	n/a	n/a	n/a	59.944	n/a
27.516	0.497	angry	Picture	80.533	n/a	1	1	18	n/a	18	114	3	n/a	n/a	n/a	n/a	60.474	AM22ANS.jpg
28.013	0.514	Blank	Blank	80.019	n/a	1	1	18	n/a	18	n/a	3	n/a	n/a	n/a	n/a	60.971	n/a
28.544	0.497	angry	Picture	79.505	n/a	1	1	19	n/a	19	120	3	n/a	n/a	n/a	n/a	61.502	AM35ANS.jpg
29.041	0.514	Blank	Blank	78.991	n/a	1	1	19	n/a	19	n/a	3	n/a	n/a	n/a	n/a	61.999	n/a
29.572	0.497	angry	Picture	78.477	n/a	1	1	20	n/a	20	81	3	n/a	n/a	n/a	n/a	62.53	AF01ANS.jpg
30.069	0.514	Blank	Blank	77.963	n/a	1	1	20	n/a	20	n/a	3	n/a	n/a	n/a	n/a	63.027	n/a
30.599	10.014	ITI	Fixation+	67.933	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	63.558	n/a
40.63	0.497	neutral	Picture	67.419	n/a	1	2	1	n/a	21	28	1	n/a	n/a	n/a	n/a	73.588	AM09NES.jpg
41.127	0.514	Blank	Blank	66.905	n/a	1	2	1	n/a	21	n/a	1	n/a	n/a	n/a	n/a	74.085	n/a
41.658	0.497	neutral	Picture	66.391	n/a	1	2	2	n/a	22	27	1	n/a	n/a	n/a	n/a	74.616	BM08NES.jpg
42.155	0.514	Blank	Blank	65.877	n/a	1	2	2	n/a	22	n/a	1	n/a	n/a	n/a	n/a	75.113	n/a
42.685	0.497	neutral	Picture	65.363	n/a	1	2	3	n/a	23	16	1	n/a	n/a	n/a	n/a	75.644	AF26NES.jpg
43.183	0.514	Blank	Blank	64.849	n/a	1	2	3	n/a	23	n/a	1	n/a	n/a	n/a	n/a	76.141	n/a
43.713	0.497	neutral	Picture	64.335	n/a	1	2	4	n/a	24	3	1	n/a	n/a	n/a	n/a	76.671	BF04NES.jpg
44.211	0.514	Blank	Blank	63.821	n/a	1	2	4	n/a	24	n/a	1	n/a	n/a	n/a	n/a	77.169	n/a
44.741	0.497	neutral	Picture	63.307	n/a	1	2	5	n/a	25	32	1	n/a	n/a	n/a	n/a	77.699	AM14NES.jpg
45.239	0.514	Blank	Blank	62.793	n/a	1	2	5	n/a	25	n/a	1	n/a	n/a	n/a	n/a	78.197	n/a
45.769	0.497	neutral	Picture	62.279	n/a	1	2	6	n/a	26	37	1	n/a	n/a	n/a	n/a	78.727	BM25NES.jpg
46.266	0.514	Blank	Blank	61.765	n/a	1	2	6	n/a	26	n/a	1	n/a	n/a	n/a	n/a	79.225	n/a
46.797	0.497	neutral	Picture	61.252	n/a	1	2	7	n/a	27	15	1	n/a	n/a	n/a	n/a	79.755	AF25NES.jpg
47.294	0.514	Blank	Blank	60.738	n/a	1	2	7	n/a	27	n/a	1	n/a	n/a	n/a	n/a	80.252	n/a
47.825	0.497	neutral	Picture	60.224	n/a	1	2	8	n/a	28	23	1	n/a	n/a	n/a	n/a	80.783	AM04NES.jpg
48.322	0.514	Blank	Blank	59.71	n/a	1	2	8	n/a	28	n/a	1	n/a	n/a	n/a	n/a	81.28	n/a
48.853	0.497	neutral	Picture	59.196	n/a	1	2	9	n/a	29	34	1	n/a	n/a	n/a	n/a	81.811	AM22NES.jpg
49.35	0.514	Blank	Blank	58.682	n/a	1	2	9	n/a	29	n/a	1	n/a	n/a	n/a	n/a	82.308	n/a
49.881	0.497	neutral	Picture	58.168	n/a	1	2	10	n/a	30	24	1	n/a	n/a	n/a	n/a	82.839	BM05NES.jpg
50.378	0.514	Blank	Blank	57.654	n/a	1	2	10	n/a	30	n/a	1	n/a	n/a	n/a	n/a	83.336	n/a
50.908	0.497	neutral	Picture	57.14	n/a	1	2	11	n/a	31	12	1	n/a	n/a	n/a	n/a	83.867	AF21NES.jpg
51.406	0.514	Blank	Blank	56.626	n/a	1	2	11	n/a	31	n/a	1	n/a	n/a	n/a	n/a	84.364	n/a
51.936	0.497	neutral	Picture	56.112	n/a	1	2	12	n/a	32	6	1	n/a	n/a	n/a	n/a	84.894	AF09NES.jpg
52.434	0.514	Blank	Blank	55.598	n/a	1	2	12	n/a	32	n/a	1	n/a	n/a	n/a	n/a	85.392	n/a
52.964	0.497	neutral	Picture	55.084	n/a	1	2	13	n/a	33	17	1	n/a	n/a	n/a	n/a	85.922	BF28NES.jpg
53.462	0.514	Blank	Blank	54.57	n/a	1	2	13	n/a	33	n/a	1	n/a	n/a	n/a	n/a	86.42	n/a
53.992	0.497	neutral	Picture	54.056	n/a	1	2	14	n/a	34	2	1	n/a	n/a	n/a	n/a	86.95	AF03NES.jpg
54.489	0.514	Blank	Blank	53.542	n/a	1	2	14	n/a	34	n/a	1	n/a	n/a	n/a	n/a	87.448	n/a
55.02	0.497	neutral	Picture	53.028	n/a	1	2	15	n/a	35	9	1	n/a	n/a	n/a	n/a	87.978	AF17NES.jpg
55.517	0.514	Blank	Blank	52.514	n/a	1	2	15	n/a	35	n/a	1	n/a	n/a	n/a	n/a	88.475	n/a
56.048	0.497	neutral	Picture	52.001	n/a	1	2	16	n/a	36	25	1	n/a	n/a	n/a	n/a	89.006	BM06NES.jpg
56.545	0.514	Blank	Blank	51.487	n/a	1	2	16	n/a	36	n/a	1	n/a	n/a	n/a	n/a	89.503	n/a
57.076	0.497	neutral	Picture	50.973	n/a	1	2	17	n/a	37	8	1	n/a	n/a	n/a	n/a	90.034	AF14NES.jpg
57.573	0.514	Blank	Blank	50.459	n/a	1	2	17	n/a	37	n/a	1	n/a	n/a	n/a	n/a	90.531	n/a
58.104	0.497	neutral	Picture	49.945	n/a	1	2	18	n/a	38	19	1	n/a	n/a	n/a	n/a	91.062	AF31NES.jpg
58.601	0.514	Blank	Blank	49.431	n/a	1	2	18	n/a	38	n/a	1	n/a	n/a	n/a	n/a	91.559	n/a
59.131	0.497	neutral	Picture	48.917	n/a	1	2	19	n/a	39	14	1	n/a	n/a	n/a	n/a	92.09	AF23NES.jpg
59.629	0.514	Blank	Blank	48.403	n/a	1	2	19	n/a	39	n/a	1	n/a	n/a	n/a	n/a	92.587	n/a
60.159	0.497	neutral	Picture	47.889	n/a	1	2	20	n/a	40	4	1	n/a	n/a	n/a	n/a	93.118	AF05NES.jpg
60.657	0.514	Blank	Blank	47.375	n/a	1	2	20	n/a	40	n/a	1	n/a	n/a	n/a	n/a	93.615	n/a
61.187	10.014	ITI	Fixation+	37.345	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	94.145	n/a
71.217	0.497	angry	Picture	36.831	n/a	1	3	1	n/a	41	84	3	n/a	n/a	n/a	n/a	104.176	AF05ANS.jpg
71.715	0.514	Blank	Blank	36.317	n/a	1	3	1	n/a	41	n/a	3	n/a	n/a	n/a	n/a	104.673	n/a
72.245	0.497	angry	Picture	35.803	n/a	1	3	2	n/a	42	92	3	n/a	n/a	n/a	n/a	105.203	AF21ANS.jpg
72.743	0.514	Blank	Blank	35.289	n/a	1	3	2	n/a	42	n/a	3	n/a	n/a	n/a	n/a	105.701	n/a
73.273	0.497	angry	Picture	34.775	n/a	1	3	3	n/a	43	86	3	n/a	n/a	n/a	n/a	106.231	AF09ANS.jpg
73.77	0.514	Blank	Blank	34.261	n/a	1	3	3	n/a	43	n/a	3	n/a	n/a	n/a	n/a	106.729	n/a
74.301	0.497	angry	Picture	33.747	n/a	1	3	4	n/a	44	93	3	n/a	n/a	n/a	n/a	107.259	BF22ANS.jpg
74.798	0.514	Blank	Blank	33.233	n/a	1	3	4	n/a	44	n/a	3	n/a	n/a	n/a	n/a	107.757	n/a
75.329	0.497	angry	Picture	32.719	n/a	1	3	5	n/a	45	88	3	n/a	n/a	n/a	n/a	108.287	AF14ANS.jpg
75.826	0.514	Blank	Blank	32.206	n/a	1	3	5	n/a	45	n/a	3	n/a	n/a	n/a	n/a	108.784	n/a
76.357	0.497	angry	Picture	31.692	n/a	1	3	6	n/a	46	113	3	n/a	n/a	n/a	n/a	109.315	AM21ANS.jpg
76.854	0.514	Blank	Blank	31.178	n/a	1	3	6	n/a	46	n/a	3	n/a	n/a	n/a	n/a	109.812	n/a
77.385	0.497	angry	Picture	30.664	n/a	1	3	7	n/a	47	95	3	n/a	n/a	n/a	n/a	110.343	AF25ANS.jpg
77.882	0.514	Blank	Blank	30.15	n/a	1	3	7	n/a	47	n/a	3	n/a	n/a	n/a	n/a	110.84	n/a
78.413	0.497	angry	Picture	29.636	n/a	1	3	8	n/a	48	102	3	n/a	n/a	n/a	n/a	111.371	BM03ANS.jpg
78.91	0.514	Blank	Blank	29.122	n/a	1	3	8	n/a	48	n/a	3	n/a	n/a	n/a	n/a	111.868	n/a
79.441	0.497	angry	Picture	28.608	n/a	1	3	9	n/a	49	112	3	n/a	n/a	n/a	n/a	112.399	AM14ANS.jpg
79.938	0.514	Blank	Blank	28.094	n/a	1	3	9	n/a	49	n/a	3	n/a	n/a	n/a	n/a	112.896	n/a
80.468	0.497	angry	Picture	27.58	n/a	1	3	10	n/a	50	83	3	n/a	n/a	n/a	n/a	113.427	BF04ANS.jpg
80.966	0.514	Blank	Blank	27.066	n/a	1	3	10	n/a	50	n/a	3	n/a	n/a	n/a	n/a	113.924	n/a
81.496	0.497	angry	Picture	26.552	n/a	1	3	11	n/a	51	90	3	n/a	n/a	n/a	n/a	114.454	AF18ANS.jpg
81.994	0.514	Blank	Blank	26.038	n/a	1	3	11	n/a	51	n/a	3	n/a	n/a	n/a	n/a	114.952	n/a
82.524	0.497	angry	Picture	25.524	n/a	1	3	12	n/a	52	117	3	n/a	n/a	n/a	n/a	115.482	BM25ANS.jpg
83.022	0.514	Blank	Blank	25.01	n/a	1	3	12	n/a	52	n/a	3	n/a	n/a	n/a	n/a	115.98	n/a
83.552	0.497	angry	Picture	24.496	n/a	1	3	13	n/a	53	94	3	n/a	n/a	n/a	n/a	116.51	AF23ANS.jpg
84.049	0.514	Blank	Blank	23.982	n/a	1	3	13	n/a	53	n/a	3	n/a	n/a	n/a	n/a	117.008	n/a
