onset	duration	response_time
16.2	n/a	0.203
20.7	n/a	0.217
28.2	n/a	0.188
38.3	n/a	0.173
43.3	n/a	0.243
46.5	n/a	0.292
54.8	n/a	0.219
62.2	n/a	0.001
65.0	n/a	0.382
68.2	n/a	0.276
75.6	n/a	0.205
80.1	n/a	0.253
90.0	n/a	0.214
93.1	n/a	0.369
97.7	n/a	0.203
106.5	n/a	0.217
112.8	n/a	0.224
119.0	n/a	0.206
127.1	n/a	0.189
131.6	n/a	0.226
136.8	n/a	0.199
145.8	n/a	0.232
155.0	n/a	0.204
163.1	n/a	0.202
170.5	n/a	0.232
179.4	n/a	0.270
188.9	n/a	0.259
195.8	n/a	0.256
202.7	n/a	0.219
208.7	n/a	0.212
212.7	n/a	0.269
218.0	n/a	0.229
226.5	n/a	0.247
236.5	n/a	0.239
243.9	n/a	1.198
246.6	n/a	0.498
256.7	n/a	0.220
265.7	n/a	0.216
273.7	n/a	0.260
280.9	n/a	0.221
285.2	n/a	0.236
293.9	n/a	0.217
