onset	duration	response_time
14.0	n/a	0.256
22.4	n/a	0.209
29.4	n/a	0.240
33.9	n/a	0.271
40.3	n/a	0.198
45.0	n/a	0.207
47.7	n/a	0.310
55.5	n/a	0.202
62.9	n/a	0.242
70.9	n/a	0.214
80.2	n/a	0.227
87.0	n/a	0.205
92.0	n/a	0.263
99.9	n/a	0.241
104.7	n/a	0.253
109.0	n/a	0.258
118.3	n/a	0.235
122.9	n/a	0.243
130.9	n/a	0.241
135.9	n/a	0.250
145.2	n/a	0.239
152.9	n/a	0.238
161.4	n/a	0.243
169.4	n/a	0.257
172.3	n/a	0.394
177.5	n/a	0.261
183.2	n/a	0.232
189.2	n/a	0.250
195.7	n/a	0.212
198.7	n/a	0.320
207.6	n/a	0.201
217.6	n/a	0.236
224.2	n/a	0.217
233.0	n/a	0.239
238.8	n/a	0.356
247.5	n/a	0.207
255.1	n/a	0.240
263.8	n/a	0.241
272.9	n/a	0.279
282.3	n/a	0.374
290.1	n/a	0.244
296.6	n/a	0.230
