onset	duration	response_time
8.3	n/a	0.212
18.0	n/a	0.250
27.3	n/a	0.239
31.3	n/a	0.238
36.8	n/a	0.193
45.0	n/a	0.243
51.7	n/a	0.228
61.5	n/a	0.214
64.6	n/a	0.243
67.8	n/a	0.001
71.1	n/a	0.265
78.7	n/a	0.202
87.7	n/a	0.207
94.4	n/a	0.261
98.8	n/a	0.219
106.1	n/a	0.199
112.8	n/a	0.241
117.5	n/a	0.409
121.4	n/a	0.241
124.8	n/a	0.213
134.2	n/a	0.215
137.4	n/a	0.243
146.1	n/a	0.227
149.3	n/a	0.261
159.6	n/a	0.216
162.5	n/a	0.249
171.3	n/a	0.263
179.3	n/a	0.210
183.4	n/a	0.326
189.5	n/a	0.227
193.4	n/a	0.218
198.7	n/a	0.249
202.4	n/a	0.321
211.6	n/a	0.235
215.8	n/a	0.289
224.1	n/a	0.251
231.9	n/a	0.204
234.4	n/a	0.248
239.7	n/a	0.255
248.1	n/a	0.246
257.9	n/a	0.252
260.3	n/a	0.259
265.5	n/a	0.264
272.6	n/a	0.232
276.7	n/a	0.236
279.9	n/a	0.215
283.5	n/a	0.240
291.2	n/a	0.222
295.0	n/a	0.270
