onset	duration	response_time
18.3	n/a	0.210
22.6	n/a	0.249
28.0	n/a	0.211
31.5	n/a	0.250
36.3	n/a	0.181
42.9	n/a	0.204
50.7	n/a	0.196
60.0	n/a	0.241
68.0	n/a	0.265
74.1	n/a	0.265
80.5	n/a	0.237
89.9	n/a	0.188
93.1	n/a	0.338
98.5	n/a	0.284
102.0	n/a	0.313
105.7	n/a	0.192
115.3	n/a	0.253
124.8	n/a	0.274
128.2	n/a	0.281
138.1	n/a	0.198
147.1	n/a	0.266
156.4	n/a	0.193
160.9	n/a	0.285
169.0	n/a	0.232
177.5	n/a	0.270
183.3	n/a	0.273
190.4	n/a	0.197
194.5	n/a	0.325
203.9	n/a	0.211
213.6	n/a	0.241
219.4	n/a	0.255
225.0	n/a	0.241
232.4	n/a	0.229
242.2	n/a	0.201
247.0	n/a	0.240
253.7	n/a	0.228
261.3	n/a	0.235
266.6	n/a	0.299
269.3	n/a	0.375
272.4	n/a	0.259
281.9	n/a	0.244
286.7	n/a	0.309
294.1	n/a	0.222
