onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.015	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	29.505
10.045	5.007	ITI	0	Picture	Fixation+	1	21.719	n/a	39.535
15.068	2.006	Cue	0	Picture	Maintain	1	19.697	n/a	44.558
17.074	4.99	Pic	0	Picture	IAPS_01	1	14.706	n/a	46.564
22.065	2.006	Blank	0	Picture	BLANK	1	12.7	n/a	51.555
36.771	n/a	ConfirmRating	0	Response	n/a	1	n/a	5	66.261
36.803	6.002	ITI	1	Picture	Fixation+	2	24.267	n/a	66.293
42.821	2.006	Cue	1	Picture	Enhance	2	22.244	n/a	72.311
44.827	4.99	Pic	1	Picture	IAPS_26	2	17.254	n/a	74.317
49.818	2.006	Blank	1	Picture	BLANK	2	15.248	n/a	79.307
67.072	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	96.561
67.093	4.012	ITI	2	Picture	Fixation+	3	15.199	n/a	96.582
71.121	2.006	Cue	2	Picture	Suppress	3	13.176	n/a	100.611
73.127	4.99	Pic	2	Picture	IAPS_36	3	8.186	n/a	102.617
78.117	2.006	Blank	2	Picture	BLANK	3	6.18	n/a	107.607
86.303	n/a	ConfirmRating	2	Response	n/a	3	n/a	3	115.793
86.324	5.007	ITI	3	Picture	Fixation+	4	13.544	n/a	115.814
91.347	2.006	Cue	3	Picture	Maintain	4	11.522	n/a	120.837
93.353	4.99	Pic	3	Picture	IAPS_46	4	6.531	n/a	122.843
98.344	2.006	Blank	3	Picture	BLANK	4	4.525	n/a	127.833
104.875	n/a	ConfirmRating	3	Response	n/a	4	n/a	6	134.365
104.892	5.007	ITI	4	Picture	Fixation+	4	11.584	n/a	134.382
109.915	2.006	Cue	4	Picture	Maintain	4	9.561	n/a	139.405
111.921	4.99	Pic	4	Picture	IAPS_49	4	4.571	n/a	141.411
116.912	2.006	Blank	4	Picture	BLANK	4	2.565	n/a	146.402
121.483	n/a	ConfirmRating	4	Response	n/a	4	n/a	6	150.972
121.504	6.002	ITI	5	Picture	Fixation+	2	14.038	n/a	150.994
127.522	2.006	Cue	5	Picture	Enhance	2	12.015	n/a	157.012
129.528	4.99	Pic	5	Picture	IAPS_27	2	7.025	n/a	159.018
134.518	2.006	Blank	5	Picture	BLANK	2	5.019	n/a	164.008
141.543	n/a	ConfirmRating	5	Response	n/a	2	n/a	5	171.033
141.564	4.012	ITI	6	Picture	Fixation+	1	12.783	n/a	171.054
145.593	2.006	Cue	6	Picture	Maintain	1	10.76	n/a	175.083
147.599	4.99	Pic	6	Picture	IAPS_02	1	5.77	n/a	177.089
152.589	2.006	Blank	6	Picture	BLANK	1	3.764	n/a	182.079
158.359	n/a	ConfirmRating	6	Response	n/a	1	n/a	1	187.849
158.392	6.002	ITI	7	Picture	Fixation+	3	13.431	n/a	187.882
164.41	2.006	Cue	7	Picture	Suppress	3	11.409	n/a	193.9
166.416	4.99	Pic	7	Picture	IAPS_37	3	6.419	n/a	195.906
171.406	2.006	Blank	7	Picture	BLANK	3	4.413	n/a	200.896
177.825	n/a	ConfirmRating	7	Response	n/a	3	n/a	3	207.315
177.855	5.007	ITI	8	Picture	Fixation+	4	12.043	n/a	207.345
182.879	2.006	Cue	8	Picture	Maintain	4	10.021	n/a	212.368
184.885	4.99	Pic	8	Picture	IAPS_52	4	5.031	n/a	214.374
189.875	2.006	Blank	8	Picture	BLANK	4	3.025	n/a	219.365
194.905	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	224.395
194.931	6.002	ITI	9	Picture	Fixation+	1	11.253	n/a	224.421
200.949	2.006	Cue	9	Picture	Maintain	1	9.231	n/a	230.439
202.955	4.99	Pic	9	Picture	IAPS_03	1	4.241	n/a	232.445
207.945	2.006	Blank	9	Picture	BLANK	1	2.234	n/a	237.435
212.186	n/a	ConfirmRating	9	Response	n/a	1	n/a	2	241.676
212.206	5.007	ITI	10	Picture	Fixation+	2	16.737	n/a	241.696
217.23	2.006	Cue	10	Picture	Enhance	2	14.715	n/a	246.72
219.236	4.99	Pic	10	Picture	IAPS_28	2	9.725	n/a	248.726
224.226	2.006	Blank	10	Picture	BLANK	2	7.719	n/a	253.716
233.951	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	263.44
233.974	4.012	ITI	11	Picture	Fixation+	3	10.676	n/a	263.464
238.003	2.006	Cue	11	Picture	Suppress	3	8.653	n/a	267.493
240.009	4.99	Pic	11	Picture	IAPS_38	3	3.663	n/a	269.499
244.999	2.006	Blank	11	Picture	BLANK	3	1.657	n/a	274.489
