onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.014	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	32.075
10.044	5.007	ITI	0	Picture	Fixation+	1	12.757	n/a	42.105
15.068	2.006	Cue	0	Picture	Maintain	1	10.734	n/a	47.128
17.074	4.99	Pic	0	Picture	IAPS_01	1	5.744	n/a	49.134
22.064	2.006	Blank	0	Picture	BLANK	1	3.738	n/a	54.124
27.808	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	59.868
27.833	6.002	ITI	1	Picture	Fixation+	2	10.144	n/a	59.894
33.851	2.006	Cue	1	Picture	Enhance	2	8.121	n/a	65.912
35.857	4.99	Pic	1	Picture	IAPS_26	2	3.131	n/a	67.918
40.848	2.006	Blank	1	Picture	BLANK	2	1.125	n/a	72.908
43.979	n/a	ConfirmRating	1	Response	n/a	2	n/a	5	76.039
43.998	4.012	ITI	2	Picture	Fixation+	3	9.939	n/a	76.058
48.026	2.006	Cue	2	Picture	Suppress	3	7.916	n/a	80.087
50.032	4.99	Pic	2	Picture	IAPS_36	3	2.926	n/a	82.093
55.023	2.006	Blank	2	Picture	BLANK	3	0.92	n/a	87.083
57.948	n/a	ConfirmRating	2	Response	n/a	3	n/a	6	90.009
57.974	5.007	ITI	3	Picture	Fixation+	4	10.035	n/a	90.034
62.997	2.006	Cue	3	Picture	Maintain	4	8.012	n/a	95.058
65.003	4.99	Pic	3	Picture	IAPS_46	4	3.022	n/a	97.064
69.993	2.006	Blank	3	Picture	BLANK	4	1.016	n/a	102.054
73.015	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	105.076
73.044	5.007	ITI	4	Picture	Fixation+	4	10.755	n/a	105.104
78.067	2.006	Cue	4	Picture	Maintain	4	8.732	n/a	110.128
80.073	4.99	Pic	4	Picture	IAPS_49	4	3.742	n/a	112.134
85.064	2.006	Blank	4	Picture	BLANK	4	1.736	n/a	117.124
88.805	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	120.866
88.827	6.002	ITI	5	Picture	Fixation+	2	9.733	n/a	120.887
94.845	2.006	Cue	5	Picture	Enhance	2	7.71	n/a	126.906
96.851	4.99	Pic	5	Picture	IAPS_27	2	2.72	n/a	128.912
101.841	2.006	Blank	5	Picture	BLANK	2	0.714	n/a	133.902
104.561	n/a	ConfirmRating	5	Response	n/a	2	n/a	5	136.621
104.593	4.012	ITI	6	Picture	Fixation+	1	10.989	n/a	136.654
108.622	2.006	Cue	6	Picture	Maintain	1	8.967	n/a	140.683
110.628	4.99	Pic	6	Picture	IAPS_02	1	3.977	n/a	142.689
115.618	2.006	Blank	6	Picture	BLANK	1	1.97	n/a	147.679
119.595	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	151.655
119.614	6.002	ITI	7	Picture	Fixation+	3	10.24	n/a	151.674
125.632	2.006	Cue	7	Picture	Suppress	3	8.218	n/a	157.692
127.638	4.99	Pic	7	Picture	IAPS_37	3	3.228	n/a	159.698
