onset	duration	response_time
17.2	n/a	0.228
23.8	n/a	0.192
34.0	n/a	0.251
43.8	n/a	0.203
50.6	n/a	0.195
56.0	n/a	0.269
63.2	n/a	0.221
69.8	n/a	0.294
78.9	n/a	0.210
87.1	n/a	0.217
92.2	n/a	0.368
99.0	n/a	0.197
103.8	n/a	0.273
106.7	n/a	0.240
109.6	n/a	0.198
113.4	n/a	0.212
123.4	n/a	0.262
126.7	n/a	0.245
129.2	n/a	0.254
137.3	n/a	0.215
140.5	n/a	0.243
149.8	n/a	0.236
156.7	n/a	0.228
165.5	n/a	0.202
170.2	n/a	0.220
177.0	n/a	0.199
182.7	n/a	0.229
187.4	n/a	0.228
192.3	n/a	0.230
200.1	n/a	0.235
206.2	n/a	0.225
210.9	n/a	0.219
215.2	n/a	0.251
225.2	n/a	0.219
234.7	n/a	0.261
238.3	n/a	0.259
243.4	n/a	0.210
248.7	n/a	0.239
252.1	n/a	0.261
258.4	n/a	0.230
262.2	n/a	0.236
265.9	n/a	0.222
274.8	n/a	0.218
278.5	n/a	0.229
285.2	n/a	0.213
294.1	n/a	0.238
