onset	duration	response_time
13.1	n/a	0.210
17.8	n/a	0.223
22.9	n/a	0.211
26.2	n/a	0.224
32.7	n/a	0.201
36.7	n/a	0.205
45.8	n/a	0.244
48.5	n/a	0.295
57.9	n/a	0.214
60.4	n/a	0.360
66.7	n/a	0.220
71.8	n/a	0.223
75.1	n/a	0.202
85.4	n/a	0.285
90.0	n/a	0.216
95.9	n/a	0.218
104.9	n/a	0.203
112.8	n/a	0.227
118.8	n/a	0.246
121.4	n/a	0.301
130.9	n/a	0.223
140.7	n/a	0.247
146.9	n/a	0.225
149.4	n/a	0.361
154.9	n/a	0.267
163.2	n/a	0.226
166.4	n/a	0.293
173.1	n/a	0.208
181.0	n/a	0.210
186.8	n/a	0.223
191.6	n/a	0.262
194.6	n/a	0.305
200.3	n/a	0.235
206.9	n/a	0.237
211.9	n/a	0.283
216.4	n/a	0.263
222.0	n/a	0.214
231.3	n/a	0.289
239.6	n/a	1.204
242.6	n/a	0.537
251.4	n/a	0.355
257.4	n/a	0.311
267.5	n/a	0.258
274.4	n/a	0.234
284.0	n/a	0.245
291.1	n/a	0.206
296.2	n/a	0.313
