onset	duration	response_time
7.1	n/a	0.248
12.3	n/a	0.224
18.6	n/a	0.267
26.8	n/a	0.242
34.0	n/a	0.269
42.2	n/a	0.262
46.6	n/a	0.832
49.2	n/a	0.327
52.5	n/a	0.260
61.0	n/a	0.206
66.1	n/a	0.270
69.0	n/a	0.339
77.6	n/a	0.262
81.7	n/a	0.303
85.2	n/a	0.290
89.3	n/a	0.242
98.6	n/a	0.262
101.5	n/a	0.373
111.6	n/a	0.247
114.8	n/a	0.312
124.7	n/a	0.241
131.3	n/a	0.382
138.0	n/a	0.259
144.9	n/a	0.237
153.5	n/a	0.253
157.2	n/a	0.817
165.5	n/a	0.232
173.8	n/a	0.240
179.9	n/a	0.268
186.3	n/a	0.270
194.8	n/a	0.220
204.9	n/a	0.259
209.4	n/a	0.271
217.8	n/a	0.255
220.5	n/a	0.356
229.8	n/a	0.232
237.9	n/a	0.223
240.8	n/a	0.317
245.0	n/a	0.283
249.5	n/a	0.247
257.2	n/a	0.306
266.9	n/a	0.197
271.0	n/a	0.269
276.0	n/a	0.280
279.2	n/a	0.306
282.1	n/a	0.271
286.4	n/a	0.237
291.7	n/a	0.260
296.9	n/a	0.269
