onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.959	06:46:07	1	17050	1	1	6	6	4	11	12	3	5	n/a	n/a	5,6	0
11.0	n/a	3.137	06:46:18	1	24032	2	2	2	7	13	n/a	n/a	n/a	n/a	n/a	n/a	2,1	1
18.0	n/a	2.763	06:46:25	1	30637	3	3	2	1	5	n/a	n/a	n/a	n/a	n/a	n/a	5,2	0
25.0	n/a	2.128	06:46:32	1	36610	4	4	2	8	1	n/a	n/a	n/a	n/a	n/a	n/a	5,1	0
31.0	n/a	2.482	06:46:38	1	48563	5	5	6	5	11	14	16	12	8	n/a	n/a	15,4	1
43.0	n/a	1.969	06:46:50	1	59993	6	6	6	8	3	13	2	15	16	n/a	n/a	13,2	0
54.0	n/a	2.911	06:47:01	1	66767	7	7	2	5	12	n/a	n/a	n/a	n/a	n/a	n/a	12,2	0
61.0	n/a	1.658	06:47:08	1	72273	8	8	2	13	14	n/a	n/a	n/a	n/a	n/a	n/a	13,1	0
66.0	n/a	1.709	06:47:13	1	83460	9	9	6	12	5	9	1	13	4	n/a	n/a	6,2	1
78.0	n/a	2.566	06:47:25	1	95494	10	10	6	14	9	3	2	4	11	n/a	n/a	15,5	1
90.0	n/a	2.042	06:47:37	1	101384	11	11	2	11	6	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
96.0	n/a	2.091	06:47:43	1	112942	12	12	6	7	16	4	1	13	2	n/a	n/a	7,1	1
