onset	duration	response_time
12.5	n/a	0.194
15.0	n/a	0.294
18.8	n/a	0.200
25.2	n/a	0.193
30.2	n/a	0.197
38.6	n/a	0.177
45.8	n/a	0.270
50.2	n/a	0.334
53.2	n/a	0.255
61.4	n/a	0.188
64.6	n/a	0.240
68.9	n/a	0.227
74.8	n/a	0.229
83.9	n/a	0.221
92.7	n/a	0.271
99.7	n/a	0.258
103.2	n/a	0.300
107.8	n/a	0.264
110.8	n/a	0.318
117.3	n/a	0.217
121.1	n/a	0.272
127.0	n/a	0.157
133.1	n/a	0.161
140.6	n/a	0.208
149.0	n/a	0.176
151.8	n/a	0.336
161.6	n/a	0.268
169.9	n/a	0.270
175.5	n/a	0.255
185.4	n/a	0.206
191.9	n/a	0.326
197.5	n/a	0.001
201.0	n/a	0.231
209.9	n/a	0.232
215.3	n/a	0.277
222.4	n/a	0.259
226.6	n/a	0.187
229.1	n/a	0.211
237.2	n/a	0.253
245.6	n/a	0.249
252.1	n/a	0.315
256.2	n/a	0.308
263.9	n/a	0.227
273.4	n/a	0.209
279.2	n/a	0.295
288.8	n/a	0.385
292.2	n/a	0.245
295.5	n/a	0.236
298.2	n/a	0.237
