onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	2.76	06:52:16	1	17860	1	1	6	11	6	16	2	1	9	n/a	n/a	2,4	1
0.0	n/a	2.76	06:52:16	1	17860	1	1	6	11	6	16	2	1	9	n/a	n/a	2,4	1
13.0	n/a	1.939	06:52:29	1	24118	2	2	2	13	5	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
13.0	n/a	1.939	06:52:29	1	24118	2	2	2	13	5	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
18.0	n/a	3.462	06:52:34	1	37025	3	3	6	5	6	1	9	7	12	n/a	n/a	10,1	1
18.0	n/a	3.462	06:52:34	1	37025	3	3	6	5	6	1	9	7	12	n/a	n/a	10,1	1
31.0	n/a	1.43	06:52:47	1	42296	4	4	2	4	6	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
31.0	n/a	1.43	06:52:47	1	42296	4	4	2	4	6	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
37.0	n/a	1.711	06:52:53	1	47852	5	5	2	15	13	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
37.0	n/a	1.711	06:52:53	1	47852	5	5	2	15	13	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
42.0	n/a	1.628	06:52:58	1	53322	6	6	2	8	14	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
42.0	n/a	1.628	06:52:58	1	53322	6	6	2	8	14	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
48.0	n/a	1.802	06:53:04	1	64606	7	7	6	3	5	15	2	8	13	n/a	n/a	15,3	0
48.0	n/a	1.802	06:53:04	1	64606	7	7	6	3	5	15	2	8	13	n/a	n/a	15,3	0
59.0	n/a	1.509	06:53:15	1	75578	8	8	6	6	5	11	13	9	15	n/a	n/a	9,5	1
59.0	n/a	1.509	06:53:15	1	75578	8	8	6	6	5	11	13	9	15	n/a	n/a	9,5	1
70.0	n/a	1.75	06:53:26	1	86797	9	9	6	11	3	13	9	12	8	n/a	n/a	13,3	1
70.0	n/a	1.75	06:53:26	1	86797	9	9	6	11	3	13	9	12	8	n/a	n/a	13,3	1
81.0	n/a	1.429	06:53:37	1	92066	10	10	2	4	9	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
81.0	n/a	1.429	06:53:37	1	92066	10	10	2	4	9	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
86.0	n/a	2.144	06:53:42	1	103673	11	11	6	9	5	14	1	11	16	n/a	n/a	3,1	1
86.0	n/a	2.144	06:53:42	1	103673	11	11	6	9	5	14	1	11	16	n/a	n/a	3,1	1
98.0	n/a	2.676	06:53:54	1	110190	12	12	2	6	2	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
98.0	n/a	2.676	06:53:54	1	110190	12	12	2	6	2	n/a	n/a	n/a	n/a	n/a	n/a	13,1	1
