onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.409	04:49:24	1	10880	1	1	2	1	7	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
6.0	n/a	1.343	04:49:30	1	16064	2	2	2	3	4	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
11.0	n/a	1.481	04:49:35	1	27012	3	3	6	4	12	10	2	7	8	n/a	n/a	15,3	1
22.0	n/a	1.678	04:49:46	1	38178	4	4	6	14	3	9	12	10	15	n/a	n/a	1,5	1
33.0	n/a	1.898	04:49:57	1	49560	5	5	6	13	9	7	14	1	3	n/a	n/a	9,3	1
44.0	n/a	1.57	04:50:08	1	60597	6	6	6	13	5	6	14	9	4	n/a	n/a	9,5	1
55.0	n/a	1.423	04:50:19	1	65870	7	7	2	5	2	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
60.0	n/a	1.881	04:50:24	1	71595	8	8	2	8	12	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
66.0	n/a	2.584	04:50:30	1	83637	9	9	6	9	5	15	14	13	2	n/a	n/a	13,5	0
78.0	n/a	1.436	04:50:42	1	88916	10	10	2	1	2	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
84.0	n/a	1.798	04:50:48	1	100176	11	11	6	4	13	7	16	8	2	n/a	n/a	4,1	1
95.0	n/a	1.398	04:50:59	1	105415	12	12	2	13	16	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
