onset	duration	response_time
14.8	n/a	0.222
24.8	n/a	0.230
29.7	n/a	0.239
32.5	n/a	0.258
36.1	n/a	0.234
40.0	n/a	0.301
44.7	n/a	0.223
53.8	n/a	0.220
58.2	n/a	0.236
67.8	n/a	0.239
70.4	n/a	0.413
72.9	n/a	0.266
81.9	n/a	0.232
92.0	n/a	0.253
96.4	n/a	0.308
99.1	n/a	0.261
107.9	n/a	0.226
113.9	n/a	0.271
116.9	n/a	0.340
124.6	n/a	0.278
129.8	n/a	0.252
138.3	n/a	0.338
146.6	n/a	0.217
155.9	n/a	0.228
165.2	n/a	0.210
171.5	n/a	0.246
180.6	n/a	0.236
190.0	n/a	0.255
193.0	n/a	0.284
199.2	n/a	0.218
203.0	n/a	0.298
206.9	n/a	0.271
216.1	n/a	0.288
225.2	n/a	0.235
233.7	n/a	0.253
240.3	n/a	0.234
245.8	n/a	0.339
256.0	n/a	0.273
265.6	n/a	0.296
275.1	n/a	0.256
278.3	n/a	0.384
284.3	n/a	0.275
287.9	n/a	0.297
294.4	n/a	0.243
