onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.017	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	33.964
10.047	5.007	ITI	0	Picture	Fixation+	1	12.278	n/a	43.995
15.07	2.006	Cue	0	Picture	Maintain	1	10.256	n/a	49.018
17.076	4.99	Pic	0	Picture	IAPS_26	1	5.265	n/a	51.024
22.066	2.006	Blank	0	Picture	BLANK	1	3.259	n/a	56.014
27.332	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	61.279
27.355	6.002	ITI	1	Picture	Fixation+	2	10.816	n/a	61.303
33.373	2.006	Cue	1	Picture	Enhance	2	8.793	n/a	67.321
35.379	4.99	Pic	1	Picture	IAPS_36	2	3.803	n/a	69.327
40.369	2.006	Blank	1	Picture	BLANK	2	1.797	n/a	74.317
44.172	n/a	ConfirmRating	1	Response	n/a	2	n/a	1	78.12
44.199	4.012	ITI	2	Picture	Fixation+	3	12.257	n/a	78.147
48.227	2.006	Cue	2	Picture	Suppress	3	10.235	n/a	82.175
50.233	4.99	Pic	2	Picture	IAPS_01	3	5.244	n/a	84.181
55.224	2.006	Blank	2	Picture	BLANK	3	3.238	n/a	89.171
60.468	n/a	ConfirmRating	2	Response	n/a	3	n/a	5	94.416
60.496	5.007	ITI	3	Picture	Fixation+	4	10.963	n/a	94.444
65.519	2.006	Cue	3	Picture	Maintain	4	8.941	n/a	99.467
67.525	4.99	Pic	3	Picture	IAPS_46	4	3.95	n/a	101.473
72.515	2.006	Blank	3	Picture	BLANK	4	1.945	n/a	106.463
76.466	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	110.414
76.494	5.007	ITI	4	Picture	Fixation+	4	11.332	n/a	110.442
81.517	2.006	Cue	4	Picture	Maintain	4	9.309	n/a	115.465
83.523	4.99	Pic	4	Picture	IAPS_49	4	4.319	n/a	117.471
88.514	2.006	Blank	4	Picture	BLANK	4	2.313	n/a	122.462
92.832	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	126.78
92.857	6.002	ITI	5	Picture	Fixation+	2	10.506	n/a	126.805
98.875	2.006	Cue	5	Picture	Enhance	2	8.484	n/a	132.823
