onset	duration	response_time
11.2	n/a	0.330
19.3	n/a	0.204
27.2	n/a	0.224
33.7	n/a	0.195
39.1	n/a	0.234
46.2	n/a	0.193
48.9	n/a	0.369
58.1	n/a	0.214
65.0	n/a	0.200
70.9	n/a	0.205
76.6	n/a	0.252
83.1	n/a	0.198
92.7	n/a	0.242
97.4	n/a	0.246
104.5	n/a	0.225
112.4	n/a	0.219
120.5	n/a	0.227
126.5	n/a	0.259
133.1	n/a	0.221
141.8	n/a	0.206
149.3	n/a	0.244
155.5	n/a	0.301
161.6	n/a	0.223
167.9	n/a	0.207
174.5	n/a	0.194
177.9	n/a	0.256
187.5	n/a	0.225
195.4	n/a	0.202
201.8	n/a	0.242
208.1	n/a	0.230
214.8	n/a	0.223
222.1	n/a	0.223
231.5	n/a	0.198
240.8	n/a	0.257
246.4	n/a	0.256
253.9	n/a	0.244
258.9	n/a	0.405
267.5	n/a	0.208
275.3	n/a	0.236
281.3	n/a	0.249
288.8	n/a	0.223
291.5	n/a	0.313
