onset	duration	response_time
11.5	n/a	0.181
21.5	n/a	0.201
30.5	n/a	0.338
39.5	n/a	0.266
43.2	n/a	0.318
53.0	n/a	0.205
56.4	n/a	0.355
63.0	n/a	0.261
71.3	n/a	0.232
81.2	n/a	0.278
91.3	n/a	0.213
97.2	n/a	0.261
99.9	n/a	0.375
103.4	n/a	0.254
111.9	n/a	0.252
120.9	n/a	0.240
123.7	n/a	0.366
133.6	n/a	0.279
136.9	n/a	0.305
141.5	n/a	0.286
151.7	n/a	0.246
154.4	n/a	0.313
163.6	n/a	0.326
170.4	n/a	0.248
175.6	n/a	0.271
180.6	n/a	0.279
183.7	n/a	0.323
192.0	n/a	0.387
201.4	n/a	0.233
203.9	n/a	0.328
207.8	n/a	0.250
210.9	n/a	0.260
217.6	n/a	0.199
223.7	n/a	0.203
232.4	n/a	0.215
236.1	n/a	0.266
243.1	n/a	0.226
249.0	n/a	0.205
257.0	n/a	0.204
265.6	n/a	0.211
271.9	n/a	0.230
280.5	n/a	0.247
283.7	n/a	0.362
293.8	n/a	0.195
