onset	duration	response_time
11.6	n/a	0.257
19.4	n/a	0.251
28.7	n/a	0.229
35.2	n/a	0.238
40.2	n/a	0.263
43.1	n/a	0.374
51.6	n/a	0.240
59.7	n/a	0.235
63.2	n/a	0.232
66.0	n/a	0.246
76.1	n/a	0.241
85.8	n/a	0.265
89.8	n/a	0.251
99.6	n/a	0.193
103.1	n/a	0.268
112.9	n/a	0.253
117.6	n/a	0.256
121.5	n/a	0.275
125.5	n/a	0.277
135.0	n/a	0.218
141.0	n/a	0.278
147.5	n/a	0.243
152.7	n/a	0.253
156.5	n/a	0.298
166.6	n/a	0.237
176.5	n/a	0.256
186.6	n/a	0.247
191.9	n/a	0.238
197.6	n/a	0.258
205.4	n/a	0.214
213.8	n/a	0.222
218.7	n/a	0.238
225.7	n/a	0.215
229.8	n/a	0.250
237.1	n/a	0.218
240.8	n/a	0.291
247.3	n/a	0.252
252.0	n/a	0.313
260.3	n/a	0.245
264.8	n/a	0.276
271.2	n/a	0.274
280.3	n/a	0.231
287.1	n/a	0.224
291.1	n/a	0.289
294.2	n/a	0.262
298.1	n/a	0.261
306.0	n/a	0.252
315.2	n/a	0.228
318.3	n/a	0.276
326.7	n/a	0.247
330.0	n/a	0.237
335.0	n/a	0.229
341.6	n/a	0.213
346.3	n/a	0.258
356.5	n/a	0.252
366.7	n/a	0.232
375.0	n/a	0.233
383.6	n/a	0.284
391.5	n/a	0.191
397.3	n/a	0.219
401.5	n/a	0.249
407.5	n/a	0.267
417.6	n/a	0.281
424.2	n/a	0.241
432.9	n/a	0.204
441.7	n/a	0.205
449.5	n/a	0.155
454.8	n/a	0.204
461.3	n/a	0.236
468.2	n/a	0.230
470.9	n/a	0.279
476.1	n/a	0.242
483.8	n/a	0.243
491.9	n/a	0.222
497.8	n/a	0.288
500.7	n/a	0.369
509.5	n/a	0.248
515.8	n/a	0.240
522.7	n/a	0.245
527.8	n/a	0.278
535.9	n/a	0.261
541.3	n/a	0.271
546.4	n/a	0.245
551.3	n/a	0.275
557.3	n/a	0.216
560.6	n/a	0.334
570.4	n/a	0.235
575.7	n/a	0.297
580.5	n/a	0.249
588.3	n/a	0.277
596.7	n/a	0.265
