onset	duration	response_time
17.7	n/a	0.234
21.2	n/a	0.330
26.8	n/a	0.226
31.5	n/a	0.222
36.8	n/a	0.241
45.5	n/a	0.250
49.8	n/a	0.290
59.7	n/a	0.229
63.2	n/a	0.265
72.1	n/a	0.252
75.8	n/a	0.290
78.7	n/a	0.263
87.7	n/a	0.251
96.2	n/a	0.253
101.7	n/a	0.254
106.9	n/a	0.236
111.5	n/a	0.195
117.3	n/a	0.222
123.1	n/a	0.237
131.2	n/a	0.225
138.6	n/a	0.234
147.9	n/a	0.252
150.3	n/a	0.336
155.3	n/a	0.236
159.5	n/a	0.214
164.6	n/a	0.214
167.5	n/a	0.232
175.0	n/a	0.254
182.7	n/a	0.270
188.6	n/a	0.231
198.2	n/a	0.204
202.8	n/a	0.219
211.7	n/a	0.226
221.6	n/a	0.220
231.7	n/a	0.206
235.7	n/a	0.226
244.4	n/a	0.199
253.8	n/a	0.249
256.4	n/a	0.367
263.3	n/a	0.261
273.3	n/a	0.242
280.3	n/a	0.254
282.7	n/a	0.287
291.5	n/a	0.278
