onset	duration	response_time
6.9	n/a	0.240
10.3	n/a	0.213
19.7	n/a	0.237
27.9	n/a	0.294
37.6	n/a	0.230
40.6	n/a	0.265
46.8	n/a	0.253
49.7	n/a	0.326
52.7	n/a	0.289
60.8	n/a	0.226
67.0	n/a	0.276
74.3	n/a	0.221
80.7	n/a	0.322
84.8	n/a	0.338
94.5	n/a	0.259
98.2	n/a	0.295
103.4	n/a	0.281
112.7	n/a	0.304
116.0	n/a	0.315
123.6	n/a	0.271
126.8	n/a	0.388
131.6	n/a	0.277
138.8	n/a	0.264
143.8	n/a	0.281
149.0	n/a	0.274
154.5	n/a	0.236
158.3	n/a	0.249
166.2	n/a	0.276
169.1	n/a	0.329
173.5	n/a	0.295
183.1	n/a	0.284
189.1	n/a	0.320
194.8	n/a	0.313
199.1	n/a	0.335
201.9	n/a	0.336
209.0	n/a	0.268
217.9	n/a	0.264
227.7	n/a	0.232
231.6	n/a	0.338
236.9	n/a	0.301
246.9	n/a	0.308
251.2	n/a	0.474
254.3	n/a	0.329
258.9	n/a	0.353
266.9	n/a	0.255
270.9	n/a	0.328
279.9	n/a	0.271
290.3	n/a	0.321
295.2	n/a	0.472
