onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	4.412	06:36:36	1	19506	1	1	6	1	6	11	14	10	15	n/a	n/a	14,4	0
14.0	n/a	1.815	06:36:50	1	30799	2	2	6	2	4	3	16	6	9	n/a	n/a	9,4	1
25.0	n/a	1.537	06:37:01	1	36179	3	3	2	6	10	n/a	n/a	n/a	n/a	n/a	n/a	3,2	1
30.0	n/a	1.141	06:37:06	1	41166	4	4	2	12	6	n/a	n/a	n/a	n/a	n/a	n/a	3,2	1
35.0	n/a	1.184	06:37:11	1	46199	5	5	2	5	8	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
40.0	n/a	1.088	06:37:16	1	51128	6	6	2	1	6	n/a	n/a	n/a	n/a	n/a	n/a	6,2	1
45.0	n/a	1.676	06:37:21	1	62264	7	7	6	7	9	4	10	2	1	n/a	n/a	2,5	1
56.0	n/a	1.496	06:37:32	1	73253	8	8	6	15	1	6	3	2	7	n/a	n/a	2,5	1
67.0	n/a	1.433	06:37:43	1	84154	9	9	6	3	11	4	15	5	16	n/a	n/a	16,5	1
78.0	n/a	1.149	06:37:54	1	89148	10	10	2	2	11	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
83.0	n/a	1.254	06:37:59	1	99868	11	11	6	16	13	5	7	10	6	n/a	n/a	10,5	1
94.0	n/a	1.502	06:38:10	1	105211	12	12	2	14	5	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
