onset	duration	response_time
11.3	n/a	0.225
14.2	n/a	0.263
22.5	n/a	0.268
29.5	n/a	0.228
34.7	n/a	0.250
42.8	n/a	0.285
52.1	n/a	0.243
57.2	n/a	0.334
63.4	n/a	0.252
68.6	n/a	0.284
73.0	n/a	0.271
80.9	n/a	0.255
87.5	n/a	0.274
90.7	n/a	0.318
95.2	n/a	0.258
97.6	n/a	0.256
103.5	n/a	0.239
109.2	n/a	0.237
115.4	n/a	0.192
124.1	n/a	0.242
130.5	n/a	0.254
140.5	n/a	0.246
149.3	n/a	0.242
158.5	n/a	0.242
162.3	n/a	0.285
169.7	n/a	0.284
174.6	n/a	0.249
179.1	n/a	0.291
182.9	n/a	0.254
188.0	n/a	0.001
190.4	n/a	0.366
195.9	n/a	0.307
200.5	n/a	0.275
207.1	n/a	0.259
212.3	n/a	0.286
219.7	n/a	0.284
226.2	n/a	0.726
232.0	n/a	0.247
238.4	n/a	0.289
247.8	n/a	0.236
255.0	n/a	0.235
260.5	n/a	0.254
270.6	n/a	0.243
275.2	n/a	0.275
283.8	n/a	0.308
287.2	n/a	0.343
297.2	n/a	0.240
