onset	duration	response_time
10.3	n/a	0.283
20.4	n/a	0.245
25.2	n/a	0.309
31.2	n/a	0.306
37.2	n/a	0.315
46.1	n/a	0.363
54.3	n/a	0.273
59.2	n/a	0.310
63.0	n/a	0.420
71.4	n/a	0.281
80.3	n/a	0.242
89.5	n/a	0.312
97.7	n/a	0.374
104.9	n/a	0.690
113.1	n/a	0.329
119.2	n/a	0.388
124.7	n/a	0.255
128.5	n/a	0.364
137.7	n/a	0.278
145.9	n/a	0.318
154.1	n/a	0.293
163.3	n/a	0.293
173.0	n/a	0.320
179.5	n/a	0.351
186.4	n/a	0.494
189.6	n/a	0.315
198.3	n/a	0.260
208.2	n/a	0.399
217.5	n/a	0.351
224.9	n/a	0.405
232.7	n/a	0.304
238.0	n/a	0.403
248.3	n/a	0.338
253.9	n/a	0.358
256.5	n/a	0.450
262.0	n/a	0.489
268.1	n/a	0.245
275.8	n/a	0.291
281.6	n/a	0.269
290.8	n/a	0.352
294.1	n/a	0.370
