onset	duration	response_time
12.4	n/a	0.219
18.8	n/a	0.279
24.7	n/a	0.216
31.2	n/a	0.231
40.3	n/a	0.246
47.4	n/a	0.248
55.6	n/a	0.468
64.1	n/a	0.274
71.0	n/a	0.313
75.9	n/a	0.272
81.8	n/a	0.236
88.5	n/a	0.227
93.5	n/a	0.229
101.8	n/a	0.249
107.4	n/a	0.237
110.0	n/a	0.352
116.7	n/a	0.353
120.5	n/a	0.274
127.3	n/a	0.248
134.5	n/a	0.231
143.0	n/a	0.252
146.6	n/a	0.312
150.4	n/a	0.304
160.6	n/a	0.288
170.3	n/a	0.291
176.4	n/a	0.298
184.2	n/a	0.232
187.1	n/a	0.299
190.0	n/a	0.260
193.7	n/a	0.261
203.0	n/a	0.276
205.9	n/a	0.639
213.0	n/a	0.330
219.8	n/a	0.321
227.7	n/a	0.256
232.4	n/a	0.325
235.4	n/a	0.334
239.2	n/a	0.273
244.7	n/a	0.261
251.3	n/a	0.403
256.9	n/a	0.234
265.8	n/a	0.316
271.9	n/a	0.423
279.6	n/a	0.364
287.6	n/a	0.342
294.2	n/a	0.309
