onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	11.66	05:02:36	1	21128	1	1	2	1	4	n/a	n/a	n/a	n/a	n/a	n/a	4,2	1
15.0	n/a	2.976	05:02:51	1	27948	2	2	2	1	9	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
22.0	n/a	2.481	05:02:58	1	39899	3	3	6	5	6	16	7	12	10	n/a	n/a	5,1	1
34.0	n/a	1.75	05:03:10	1	45738	4	4	2	1	14	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
40.0	n/a	2.161	05:03:16	1	57374	5	5	6	14	2	16	12	7	5	n/a	n/a	12,2	0
51.0	n/a	1.666	05:03:27	1	62892	6	6	2	5	16	n/a	n/a	n/a	n/a	n/a	n/a	16,2	1
57.0	n/a	2.806	05:03:33	1	75168	7	7	6	4	15	16	13	9	6	n/a	n/a	2,6	1
69.0	n/a	1.959	05:03:45	1	87049	8	8	6	10	3	2	4	16	5	n/a	n/a	16,5	1
81.0	n/a	1.979	05:03:57	1	98488	9	9	6	3	11	8	9	16	5	n/a	n/a	3,5	1
93.0	n/a	1.91	05:04:09	1	104615	10	10	2	8	3	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
99.0	n/a	1.974	05:04:15	1	116051	11	11	6	2	5	8	15	4	14	n/a	n/a	14,3	1
110.0	n/a	1.595	05:04:26	1	121487	12	12	2	13	6	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
