onset	duration	response_time
9.8	n/a	0.310
12.3	n/a	0.273
21.0	n/a	0.201
26.1	n/a	0.250
32.1	n/a	0.199
38.8	n/a	0.209
47.6	n/a	0.210
55.8	n/a	0.226
62.6	n/a	0.223
72.3	n/a	0.238
80.0	n/a	0.218
88.9	n/a	0.001
96.0	n/a	0.001
100.2	n/a	0.001
104.4	n/a	0.415
109.9	n/a	0.247
115.1	n/a	0.243
120.7	n/a	0.226
127.5	n/a	0.266
134.2	n/a	0.211
137.5	n/a	0.420
146.0	n/a	0.225
155.6	n/a	0.206
159.3	n/a	0.219
164.8	n/a	0.247
174.8	n/a	0.213
184.3	n/a	0.258
189.3	n/a	0.391
199.4	n/a	0.230
203.1	n/a	0.284
212.4	n/a	0.213
216.7	n/a	0.249
225.6	n/a	0.211
234.3	n/a	0.232
238.9	n/a	0.001
241.3	n/a	0.001
242.7	n/a	0.001
248.1	n/a	0.399
251.8	n/a	0.244
258.3	n/a	0.248
264.7	n/a	0.260
267.0	n/a	0.280
273.4	n/a	0.232
277.9	n/a	0.215
281.1	n/a	0.231
288.6	n/a	0.236
295.4	n/a	0.228
299.4	n/a	0.227
