onset	duration	response_time
12.6	n/a	0.220
19.0	n/a	0.166
22.6	n/a	0.183
31.7	n/a	0.179
37.0	n/a	0.172
42.2	n/a	0.176
48.4	n/a	0.189
56.8	n/a	0.173
60.2	n/a	0.308
65.6	n/a	0.173
72.4	n/a	0.182
79.7	n/a	0.189
87.7	n/a	0.157
91.7	n/a	0.170
94.3	n/a	0.001
101.4	n/a	0.176
109.1	n/a	0.164
118.2	n/a	0.197
126.0	n/a	0.167
131.3	n/a	0.158
136.9	n/a	0.184
142.8	n/a	0.198
152.4	n/a	0.199
162.4	n/a	0.189
169.1	n/a	0.213
176.8	n/a	0.214
181.2	n/a	0.204
183.7	n/a	0.399
186.6	n/a	0.209
196.4	n/a	0.167
200.7	n/a	0.001
202.0	n/a	0.329
204.4	n/a	0.219
208.4	n/a	0.208
218.4	n/a	0.203
220.8	n/a	0.302
229.4	n/a	0.219
235.6	n/a	0.197
242.7	n/a	0.220
247.8	n/a	0.155
253.3	n/a	0.189
260.3	n/a	0.179
263.1	n/a	0.251
271.6	n/a	0.180
275.0	n/a	0.209
281.5	n/a	0.181
289.9	n/a	0.182
