onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.017	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	29.223
10.047	5.007	ITI	0	Picture	Fixation+	1	12.487	n/a	39.253
15.071	2.006	Cue	0	Picture	Maintain	1	10.464	n/a	44.277
17.077	4.99	Pic	0	Picture	IAPS_26	1	5.474	n/a	46.283
22.067	2.006	Blank	0	Picture	BLANK	1	3.468	n/a	51.273
27.541	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	56.747
27.571	6.002	ITI	1	Picture	Fixation+	2	13.183	n/a	56.777
33.589	2.006	Cue	1	Picture	Enhance	2	11.161	n/a	62.795
35.596	4.99	Pic	1	Picture	IAPS_36	2	6.17	n/a	64.802
40.586	2.006	Blank	1	Picture	BLANK	2	4.164	n/a	69.792
46.756	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	75.962
46.786	4.012	ITI	2	Picture	Fixation+	3	11.912	n/a	75.992
50.815	2.006	Cue	2	Picture	Suppress	3	9.889	n/a	80.021
52.821	4.99	Pic	2	Picture	IAPS_01	3	4.899	n/a	82.027
57.811	2.006	Blank	2	Picture	BLANK	3	2.893	n/a	87.017
62.71	n/a	ConfirmRating	2	Response	n/a	3	n/a	3	91.916
62.735	5.007	ITI	3	Picture	Fixation+	4	11.174	n/a	91.941
67.758	2.006	Cue	3	Picture	Maintain	4	9.151	n/a	96.965
69.765	4.99	Pic	3	Picture	IAPS_46	4	4.161	n/a	98.971
74.755	2.006	Blank	3	Picture	BLANK	4	2.155	n/a	103.961
78.916	n/a	ConfirmRating	3	Response	n/a	4	n/a	8	108.122
78.933	5.007	ITI	4	Picture	Fixation+	4	10.741	n/a	108.139
83.956	2.006	Cue	4	Picture	Maintain	4	8.719	n/a	113.162
85.962	4.99	Pic	4	Picture	IAPS_49	4	3.728	n/a	115.168
90.952	2.006	Blank	4	Picture	BLANK	4	1.722	n/a	120.158
94.681	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	123.887
94.699	6.002	ITI	5	Picture	Fixation+	2	12.954	n/a	123.905
100.717	2.006	Cue	5	Picture	Enhance	2	10.931	n/a	129.923
102.723	4.99	Pic	5	Picture	IAPS_37	2	5.941	n/a	131.929
107.714	2.006	Blank	5	Picture	BLANK	2	3.935	n/a	136.92
113.654	n/a	ConfirmRating	5	Response	n/a	2	n/a	5	142.861
113.682	4.012	ITI	6	Picture	Fixation+	1	10.811	n/a	142.888
117.711	2.006	Cue	6	Picture	Maintain	1	8.789	n/a	146.917
119.717	4.99	Pic	6	Picture	IAPS_27	1	3.798	n/a	148.923
124.707	2.006	Blank	6	Picture	BLANK	1	1.792	n/a	153.913
128.505	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	157.711
128.537	6.002	ITI	7	Picture	Fixation+	3	12.404	n/a	157.743
134.555	2.006	Cue	7	Picture	Suppress	3	10.381	n/a	163.761
