onset	duration	response_time
5.2	n/a	0.260
12.6	n/a	0.183
22.1	n/a	0.210
26.0	n/a	0.237
29.6	n/a	0.212
39.1	n/a	0.214
42.9	n/a	0.186
50.9	n/a	0.001
52.7	n/a	0.539
59.4	n/a	0.187
63.0	n/a	0.271
69.2	n/a	0.221
74.7	n/a	0.198
78.7	n/a	0.270
87.9	n/a	0.202
93.3	n/a	0.384
97.7	n/a	0.268
103.0	n/a	0.238
110.6	n/a	0.294
118.8	n/a	0.242
123.2	n/a	0.212
129.7	n/a	0.252
135.6	n/a	0.212
143.3	n/a	0.244
149.4	n/a	0.207
154.8	n/a	0.241
160.7	n/a	0.182
167.2	n/a	0.179
171.1	n/a	0.348
181.0	n/a	0.209
184.0	n/a	0.337
193.7	n/a	0.194
203.5	n/a	0.201
209.5	n/a	0.232
219.6	n/a	0.229
227.7	n/a	0.277
234.5	n/a	0.327
239.9	n/a	0.290
243.0	n/a	0.267
245.7	n/a	0.385
248.2	n/a	0.234
254.3	n/a	0.265
261.3	n/a	0.283
265.2	n/a	0.197
273.1	n/a	0.264
281.1	n/a	0.356
290.5	n/a	0.260
