onset	duration	trial_type	event_type	time_until_response	response_time	trial_number	block_num_within_trial	image_seq_num_within_block	question_seq_num_within_block	image_seq_num	picture_number	condition	question_type	block_type	rating	rating_computed	onset_uncorrected	KDEV_imagefile
0.017	10.014	ITI	Fixation+	99.868	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	30.052	n/a
10.047	0.497	angry	Picture	99.354	n/a	1	1	1	n/a	1	108	3	n/a	n/a	n/a	n/a	40.082	AM09ANS.jpg
10.545	0.514	Blank	Blank	98.84	n/a	1	1	1	n/a	1	n/a	3	n/a	n/a	n/a	n/a	40.579	n/a
11.075	0.497	angry	Picture	98.326	n/a	1	1	2	n/a	2	99	3	n/a	n/a	n/a	n/a	41.11	AF31ANS.jpg
11.573	0.514	Blank	Blank	97.812	n/a	1	1	2	n/a	2	n/a	3	n/a	n/a	n/a	n/a	41.607	n/a
12.103	0.497	angry	Picture	97.298	n/a	1	1	3	n/a	3	98	3	n/a	n/a	n/a	n/a	42.138	BF29ANS.jpg
12.6	0.514	Blank	Blank	96.784	n/a	1	1	3	n/a	3	n/a	3	n/a	n/a	n/a	n/a	42.635	n/a
13.131	0.497	angry	Picture	96.27	n/a	1	1	4	n/a	4	107	3	n/a	n/a	n/a	n/a	43.166	BM08ANS.jpg
13.628	0.514	Blank	Blank	95.756	n/a	1	1	4	n/a	4	n/a	3	n/a	n/a	n/a	n/a	43.663	n/a
14.159	0.497	angry	Picture	95.242	n/a	1	1	5	n/a	5	104	3	n/a	n/a	n/a	n/a	44.193	BM05ANS.jpg
14.656	0.514	Blank	Blank	94.728	n/a	1	1	5	n/a	5	n/a	3	n/a	n/a	n/a	n/a	44.691	n/a
15.187	0.497	angry	Picture	94.215	n/a	1	1	6	n/a	6	101	3	n/a	n/a	n/a	n/a	45.221	AM01ANS.jpg
15.684	0.514	Blank	Blank	93.701	n/a	1	1	6	n/a	6	n/a	3	n/a	n/a	n/a	n/a	45.719	n/a
16.215	0.497	angry	Picture	93.187	n/a	1	1	7	n/a	7	103	3	n/a	n/a	n/a	n/a	46.249	AM04ANS.jpg
16.712	0.514	Blank	Blank	92.673	n/a	1	1	7	n/a	7	n/a	3	n/a	n/a	n/a	n/a	46.746	n/a
17.242	0.497	angry	Picture	92.159	n/a	1	1	8	n/a	8	111	3	n/a	n/a	n/a	n/a	47.277	BM12ANS.jpg
17.74	0.514	Blank	Blank	91.645	n/a	1	1	8	n/a	8	n/a	3	n/a	n/a	n/a	n/a	47.774	n/a
18.27	0.497	angry	Picture	91.131	n/a	1	1	9	n/a	9	110	3	n/a	n/a	n/a	n/a	48.305	AM11ANS.jpg
18.768	0.514	Blank	Blank	90.617	n/a	1	1	9	n/a	9	n/a	3	n/a	n/a	n/a	n/a	48.802	n/a
19.298	0.497	angry	Picture	90.103	n/a	1	1	10	n/a	10	85	3	n/a	n/a	n/a	n/a	49.333	BF07ANS.jpg
19.796	0.514	Blank	Blank	89.589	n/a	1	1	10	n/a	10	n/a	3	n/a	n/a	n/a	n/a	49.83	n/a
20.326	0.497	angry	Picture	89.075	n/a	1	1	11	n/a	11	87	3	n/a	n/a	n/a	n/a	50.361	BF11ANS.jpg
20.823	0.514	Blank	Blank	88.561	n/a	1	1	11	n/a	11	n/a	3	n/a	n/a	n/a	n/a	50.858	n/a
21.354	0.497	angry	Picture	88.047	n/a	1	1	12	n/a	12	91	3	n/a	n/a	n/a	n/a	51.389	AF20ANS.jpg
21.851	0.514	Blank	Blank	87.533	n/a	1	1	12	n/a	12	n/a	3	n/a	n/a	n/a	n/a	51.886	n/a
22.382	0.497	angry	Picture	87.019	n/a	1	1	13	n/a	13	115	3	n/a	n/a	n/a	n/a	52.416	AM23ANS.jpg
22.879	0.514	Blank	Blank	86.505	n/a	1	1	13	n/a	13	n/a	3	n/a	n/a	n/a	n/a	52.914	n/a
23.41	0.497	angry	Picture	85.991	n/a	1	1	14	n/a	14	97	3	n/a	n/a	n/a	n/a	53.444	BF28ANS.jpg
23.907	0.514	Blank	Blank	85.478	n/a	1	1	14	n/a	14	n/a	3	n/a	n/a	n/a	n/a	53.942	n/a
24.438	0.497	angry	Picture	84.964	n/a	1	1	15	n/a	15	82	3	n/a	n/a	n/a	n/a	54.472	AF03ANS.jpg
24.935	0.514	Blank	Blank	84.45	n/a	1	1	15	n/a	15	n/a	3	n/a	n/a	n/a	n/a	54.969	n/a
25.466	0.497	angry	Picture	83.936	n/a	1	1	16	n/a	16	96	3	n/a	n/a	n/a	n/a	55.5	AF26ANS.jpg
25.963	0.514	Blank	Blank	83.422	n/a	1	1	16	n/a	16	n/a	3	n/a	n/a	n/a	n/a	55.997	n/a
26.493	0.497	angry	Picture	82.908	n/a	1	1	17	n/a	17	109	3	n/a	n/a	n/a	n/a	56.528	AM10ANS.jpg
26.991	0.514	Blank	Blank	82.394	n/a	1	1	17	n/a	17	n/a	3	n/a	n/a	n/a	n/a	57.025	n/a
27.521	0.497	angry	Picture	81.88	n/a	1	1	18	n/a	18	114	3	n/a	n/a	n/a	n/a	57.556	AM22ANS.jpg
28.019	0.514	Blank	Blank	81.366	n/a	1	1	18	n/a	18	n/a	3	n/a	n/a	n/a	n/a	58.053	n/a
28.549	0.497	angry	Picture	80.852	n/a	1	1	19	n/a	19	120	3	n/a	n/a	n/a	n/a	58.584	AM35ANS.jpg
29.046	0.514	Blank	Blank	80.338	n/a	1	1	19	n/a	19	n/a	3	n/a	n/a	n/a	n/a	59.081	n/a
29.577	0.497	angry	Picture	79.824	n/a	1	1	20	n/a	20	81	3	n/a	n/a	n/a	n/a	59.612	AF01ANS.jpg
30.074	0.514	Blank	Blank	79.31	n/a	1	1	20	n/a	20	n/a	3	n/a	n/a	n/a	n/a	60.109	n/a
30.605	10.014	ITI	Fixation+	69.28	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	60.639	n/a
40.635	0.497	neutral	Picture	68.766	n/a	1	2	1	n/a	21	28	1	n/a	n/a	n/a	n/a	70.67	AM09NES.jpg
41.132	0.514	Blank	Blank	68.252	n/a	1	2	1	n/a	21	n/a	1	n/a	n/a	n/a	n/a	71.167	n/a
41.663	0.497	neutral	Picture	67.738	n/a	1	2	2	n/a	22	27	1	n/a	n/a	n/a	n/a	71.697	BM08NES.jpg
42.16	0.514	Blank	Blank	67.224	n/a	1	2	2	n/a	22	n/a	1	n/a	n/a	n/a	n/a	72.195	n/a
42.691	0.497	neutral	Picture	66.71	n/a	1	2	3	n/a	23	16	1	n/a	n/a	n/a	n/a	72.725	AF26NES.jpg
43.188	0.514	Blank	Blank	66.196	n/a	1	2	3	n/a	23	n/a	1	n/a	n/a	n/a	n/a	73.223	n/a
43.719	0.497	neutral	Picture	65.683	n/a	1	2	4	n/a	24	3	1	n/a	n/a	n/a	n/a	73.753	BF04NES.jpg
44.216	0.514	Blank	Blank	65.169	n/a	1	2	4	n/a	24	n/a	1	n/a	n/a	n/a	n/a	74.251	n/a
44.746	0.497	neutral	Picture	64.655	n/a	1	2	5	n/a	25	32	1	n/a	n/a	n/a	n/a	74.781	AM14NES.jpg
45.244	0.514	Blank	Blank	64.141	n/a	1	2	5	n/a	25	n/a	1	n/a	n/a	n/a	n/a	75.278	n/a
45.774	0.497	neutral	Picture	63.627	n/a	1	2	6	n/a	26	37	1	n/a	n/a	n/a	n/a	75.809	BM25NES.jpg
46.272	0.514	Blank	Blank	63.113	n/a	1	2	6	n/a	26	n/a	1	n/a	n/a	n/a	n/a	76.306	n/a
46.802	0.497	neutral	Picture	62.599	n/a	1	2	7	n/a	27	15	1	n/a	n/a	n/a	n/a	76.837	AF25NES.jpg
47.3	0.514	Blank	Blank	62.085	n/a	1	2	7	n/a	27	n/a	1	n/a	n/a	n/a	n/a	77.334	n/a
47.83	0.497	neutral	Picture	61.571	n/a	1	2	8	n/a	28	23	1	n/a	n/a	n/a	n/a	77.865	AM04NES.jpg
48.328	0.514	Blank	Blank	61.057	n/a	1	2	8	n/a	28	n/a	1	n/a	n/a	n/a	n/a	78.362	n/a
48.858	0.497	neutral	Picture	60.543	n/a	1	2	9	n/a	29	34	1	n/a	n/a	n/a	n/a	78.893	AM22NES.jpg
49.355	0.514	Blank	Blank	60.029	n/a	1	2	9	n/a	29	n/a	1	n/a	n/a	n/a	n/a	79.39	n/a
49.886	0.497	neutral	Picture	59.515	n/a	1	2	10	n/a	30	24	1	n/a	n/a	n/a	n/a	79.921	BM05NES.jpg
50.383	0.514	Blank	Blank	59.001	n/a	1	2	10	n/a	30	n/a	1	n/a	n/a	n/a	n/a	80.418	n/a
50.914	0.497	neutral	Picture	58.487	n/a	1	2	11	n/a	31	12	1	n/a	n/a	n/a	n/a	80.948	AF21NES.jpg
51.411	0.514	Blank	Blank	57.973	n/a	1	2	11	n/a	31	n/a	1	n/a	n/a	n/a	n/a	81.446	n/a
51.942	0.497	neutral	Picture	57.459	n/a	1	2	12	n/a	32	6	1	n/a	n/a	n/a	n/a	81.976	AF09NES.jpg
52.439	0.514	Blank	Blank	56.946	n/a	1	2	12	n/a	32	n/a	1	n/a	n/a	n/a	n/a	82.474	n/a
52.969	0.497	neutral	Picture	56.432	n/a	1	2	13	n/a	33	17	1	n/a	n/a	n/a	n/a	83.004	BF28NES.jpg
53.467	0.514	Blank	Blank	55.918	n/a	1	2	13	n/a	33	n/a	1	n/a	n/a	n/a	n/a	83.501	n/a
53.997	0.497	neutral	Picture	55.404	n/a	1	2	14	n/a	34	2	1	n/a	n/a	n/a	n/a	84.032	AF03NES.jpg
54.495	0.514	Blank	Blank	54.89	n/a	1	2	14	n/a	34	n/a	1	n/a	n/a	n/a	n/a	84.529	n/a
55.025	0.497	neutral	Picture	54.376	n/a	1	2	15	n/a	35	9	1	n/a	n/a	n/a	n/a	85.06	AF17NES.jpg
55.523	0.514	Blank	Blank	53.862	n/a	1	2	15	n/a	35	n/a	1	n/a	n/a	n/a	n/a	85.557	n/a
56.053	0.497	neutral	Picture	53.348	n/a	1	2	16	n/a	36	25	1	n/a	n/a	n/a	n/a	86.088	BM06NES.jpg
56.55	0.514	Blank	Blank	52.834	n/a	1	2	16	n/a	36	n/a	1	n/a	n/a	n/a	n/a	86.585	n/a
57.081	0.497	neutral	Picture	52.32	n/a	1	2	17	n/a	37	8	1	n/a	n/a	n/a	n/a	87.116	AF14NES.jpg
57.578	0.514	Blank	Blank	51.806	n/a	1	2	17	n/a	37	n/a	1	n/a	n/a	n/a	n/a	87.613	n/a
58.109	0.497	neutral	Picture	51.292	n/a	1	2	18	n/a	38	19	1	n/a	n/a	n/a	n/a	88.144	AF31NES.jpg
58.606	0.514	Blank	Blank	50.778	n/a	1	2	18	n/a	38	n/a	1	n/a	n/a	n/a	n/a	88.641	n/a
59.137	0.497	neutral	Picture	50.264	n/a	1	2	19	n/a	39	14	1	n/a	n/a	n/a	n/a	89.171	AF23NES.jpg
59.634	0.514	Blank	Blank	49.75	n/a	1	2	19	n/a	39	n/a	1	n/a	n/a	n/a	n/a	89.669	n/a
60.165	0.497	neutral	Picture	49.236	n/a	1	2	20	n/a	40	4	1	n/a	n/a	n/a	n/a	90.199	AF05NES.jpg
60.662	0.514	Blank	Blank	48.723	n/a	1	2	20	n/a	40	n/a	1	n/a	n/a	n/a	n/a	90.697	n/a
61.192	10.014	ITI	Fixation+	38.693	n/a	1	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	91.227	n/a
71.223	0.497	angry	Picture	38.178	n/a	1	3	1	n/a	41	84	3	n/a	n/a	n/a	n/a	101.257	AF05ANS.jpg
71.72	0.514	Blank	Blank	37.665	n/a	1	3	1	n/a	41	n/a	3	n/a	n/a	n/a	n/a	101.755	n/a
72.251	0.497	angry	Picture	37.151	n/a	1	3	2	n/a	42	92	3	n/a	n/a	n/a	n/a	102.285	AF21ANS.jpg
72.748	0.514	Blank	Blank	36.637	n/a	1	3	2	n/a	42	n/a	3	n/a	n/a	n/a	n/a	102.782	n/a
73.278	0.497	angry	Picture	36.123	n/a	1	3	3	n/a	43	86	3	n/a	n/a	n/a	n/a	103.313	AF09ANS.jpg
73.776	0.514	Blank	Blank	35.609	n/a	1	3	3	n/a	43	n/a	3	n/a	n/a	n/a	n/a	103.81	n/a
74.306	0.497	angry	Picture	35.095	n/a	1	3	4	n/a	44	93	3	n/a	n/a	n/a	n/a	104.341	BF22ANS.jpg
74.804	0.514	Blank	Blank	34.581	n/a	1	3	4	n/a	44	n/a	3	n/a	n/a	n/a	n/a	104.838	n/a
75.334	0.497	angry	Picture	34.067	n/a	1	3	5	n/a	45	88	3	n/a	n/a	n/a	n/a	105.369	AF14ANS.jpg
75.832	0.514	Blank	Blank	33.553	n/a	1	3	5	n/a	45	n/a	3	n/a	n/a	n/a	n/a	105.866	n/a
76.362	0.497	angry	Picture	33.039	n/a	1	3	6	n/a	46	113	3	n/a	n/a	n/a	n/a	106.397	AM21ANS.jpg
76.859	0.514	Blank	Blank	32.525	n/a	1	3	6	n/a	46	n/a	3	n/a	n/a	n/a	n/a	106.894	n/a
77.39	0.497	angry	Picture	32.011	n/a	1	3	7	n/a	47	95	3	n/a	n/a	n/a	n/a	107.424	AF25ANS.jpg
77.887	0.514	Blank	Blank	31.497	n/a	1	3	7	n/a	47	n/a	3	n/a	n/a	n/a	n/a	107.922	n/a
78.418	0.497	angry	Picture	30.983	n/a	1	3	8	n/a	48	102	3	n/a	n/a	n/a	n/a	108.452	BM03ANS.jpg
78.915	0.514	Blank	Blank	30.469	n/a	1	3	8	n/a	48	n/a	3	n/a	n/a	n/a	n/a	108.95	n/a
79.446	0.497	angry	Picture	29.956	n/a	1	3	9	n/a	49	112	3	n/a	n/a	n/a	n/a	109.48	AM14ANS.jpg
79.943	0.514	Blank	Blank	29.442	n/a	1	3	9	n/a	49	n/a	3	n/a	n/a	n/a	n/a	109.978	n/a
80.474	0.497	angry	Picture	28.928	n/a	1	3	10	n/a	50	83	3	n/a	n/a	n/a	n/a	110.508	BF04ANS.jpg
80.971	0.514	Blank	Blank	28.414	n/a	1	3	10	n/a	50	n/a	3	n/a	n/a	n/a	n/a	111.005	n/a
81.501	0.497	angry	Picture	27.9	n/a	1	3	11	n/a	51	90	3	n/a	n/a	n/a	n/a	111.536	AF18ANS.jpg
81.999	0.514	Blank	Blank	27.386	n/a	1	3	11	n/a	51	n/a	3	n/a	n/a	n/a	n/a	112.033	n/a
82.529	0.497	angry	Picture	26.872	n/a	1	3	12	n/a	52	117	3	n/a	n/a	n/a	n/a	112.564	BM25ANS.jpg
83.027	0.514	Blank	Blank	26.358	n/a	1	3	12	n/a	52	n/a	3	n/a	n/a	n/a	n/a	113.061	n/a
83.557	0.497	angry	Picture	25.844	n/a	1	3	13	n/a	53	94	3	n/a	n/a	n/a	n/a	113.592	AF23ANS.jpg
84.055	0.514	Blank	Blank	25.33	n/a	1	3	13	n/a	53	n/a	3	n/a	n/a	n/a	n/a	114.089	n/a
84.585	0.497	angry	Picture	24.816	n/a	1	3	14	n/a	54	106	3	n/a	n/a	n/a	n/a	114.62	AM07ANS.jpg
85.082	0.514	Blank	Blank	24.302	n/a	1	3	14	n/a	54	n/a	3	n/a	n/a	n/a	n/a	115.117	n/a
85.613	0.497	angry	Picture	23.788	n/a	1	3	15	n/a	55	105	3	n/a	n/a	n/a	n/a	115.647	BM06ANS.jpg
86.11	0.514	Blank	Blank	23.274	n/a	1	3	15	n/a	55	n/a	3	n/a	n/a	n/a	n/a	116.145	n/a
86.641	0.497	angry	Picture	22.76	n/a	1	3	16	n/a	56	116	3	n/a	n/a	n/a	n/a	116.675	BM24ANS.jpg
87.138	0.514	Blank	Blank	22.246	n/a	1	3	16	n/a	56	n/a	3	n/a	n/a	n/a	n/a	117.173	n/a
87.669	0.497	angry	Picture	21.733	n/a	1	3	17	n/a	57	89	3	n/a	n/a	n/a	n/a	117.703	AF17ANS.jpg
88.166	0.514	Blank	Blank	21.219	n/a	1	3	17	n/a	57	n/a	3	n/a	n/a	n/a	n/a	118.201	n/a
