onset	duration	response_time
17.6	n/a	0.168
27.4	n/a	0.185
35.1	n/a	0.223
43.3	n/a	0.268
53.4	n/a	0.182
56.9	n/a	0.268
65.2	n/a	0.203
68.2	n/a	0.529
75.2	n/a	0.174
85.4	n/a	0.256
89.0	n/a	0.319
92.1	n/a	0.243
97.6	n/a	0.231
106.0	n/a	0.001
107.3	n/a	0.001
108.6	n/a	0.351
111.9	n/a	0.251
118.6	n/a	0.210
122.7	n/a	0.201
132.4	n/a	0.196
135.9	n/a	0.272
140.9	n/a	0.205
144.6	n/a	0.193
154.1	n/a	0.191
163.9	n/a	0.274
171.3	n/a	0.210
178.6	n/a	0.234
182.5	n/a	0.212
188.7	n/a	0.198
197.8	n/a	0.181
201.6	n/a	0.208
206.5	n/a	0.207
209.4	n/a	0.225
217.0	n/a	0.189
224.8	n/a	0.190
228.2	n/a	0.240
231.5	n/a	0.275
233.9	n/a	0.201
238.4	n/a	0.245
245.7	n/a	0.186
251.1	n/a	0.218
253.8	n/a	0.249
258.4	n/a	0.204
261.6	n/a	0.190
270.9	n/a	0.254
274.7	n/a	0.189
279.8	n/a	0.186
283.3	n/a	0.218
291.8	n/a	0.304
295.2	n/a	0.267
