onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	3.029	06:38:20	1	12505	1	1	2	16	6	n/a	n/a	n/a	n/a	n/a	n/a	10,1	1
7.0	n/a	2.14	06:38:27	1	24114	2	2	6	8	7	11	9	1	6	n/a	n/a	3,4	1
18.0	n/a	2.817	06:38:38	1	30790	3	3	2	3	16	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
25.0	n/a	3.571	06:38:45	1	43831	4	4	6	14	13	4	1	2	10	n/a	n/a	13,2	1
38.0	n/a	1.942	06:38:58	1	49620	5	5	2	5	3	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
44.0	n/a	2.509	06:39:04	1	61569	6	6	6	7	6	16	5	11	8	n/a	n/a	5,4	0
56.0	n/a	3.632	06:39:16	1	74669	7	7	6	16	11	2	7	4	9	n/a	n/a	4,5	0
69.0	n/a	2.718	06:39:29	1	87143	8	8	6	5	2	8	1	9	3	n/a	n/a	8,3	1
81.0	n/a	3.449	06:39:41	1	94434	9	9	2	14	16	n/a	n/a	n/a	n/a	n/a	n/a	14,1	1
89.0	n/a	2.392	06:39:49	1	106300	10	10	6	4	9	7	3	6	8	n/a	n/a	4,1	1
100.0	n/a	1.562	06:40:00	1	111716	11	11	2	9	12	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
106.0	n/a	1.537	06:40:06	1	117099	12	12	2	3	16	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
