onset	duration	response_time
8.3	n/a	0.234
15.9	n/a	0.209
25.4	n/a	0.232
35.3	n/a	0.273
44.8	n/a	0.266
54.9	n/a	0.223
59.1	n/a	0.305
68.7	n/a	0.233
71.2	n/a	0.336
74.6	n/a	0.252
84.6	n/a	0.256
87.6	n/a	0.257
95.0	n/a	0.234
98.8	n/a	0.292
108.0	n/a	0.234
115.4	n/a	0.264
118.8	n/a	0.324
124.4	n/a	0.259
133.9	n/a	0.223
136.3	n/a	0.374
139.3	n/a	0.244
144.6	n/a	0.287
149.5	n/a	0.270
158.4	n/a	0.249
163.8	n/a	0.250
173.0	n/a	0.254
180.1	n/a	0.248
182.8	n/a	0.277
186.2	n/a	0.228
195.9	n/a	0.262
202.0	n/a	0.239
211.0	n/a	0.249
218.9	n/a	0.267
228.1	n/a	0.288
237.7	n/a	0.209
245.0	n/a	0.223
252.6	n/a	0.232
256.6	n/a	0.262
260.4	n/a	0.245
263.2	n/a	0.238
272.8	n/a	0.257
281.5	n/a	0.294
289.7	n/a	0.253
292.8	n/a	0.272
