onset	duration	response_time
19.7	n/a	0.193
22.0	n/a	0.222
25.6	n/a	0.253
33.9	n/a	0.173
40.4	n/a	0.200
47.5	n/a	0.200
50.9	n/a	0.240
53.6	n/a	0.220
57.7	n/a	0.194
61.3	n/a	0.176
64.7	n/a	0.182
74.3	n/a	0.230
77.6	n/a	0.188
83.7	n/a	0.181
88.6	n/a	0.222
96.5	n/a	0.188
103.0	n/a	0.166
109.1	n/a	0.203
112.5	n/a	0.261
115.2	n/a	0.241
125.2	n/a	0.222
131.0	n/a	0.267
135.0	n/a	0.185
143.6	n/a	0.176
147.8	n/a	0.190
156.4	n/a	0.174
162.8	n/a	0.197
165.5	n/a	0.325
171.1	n/a	0.171
175.9	n/a	0.185
179.8	n/a	0.204
183.2	n/a	0.196
191.6	n/a	0.173
201.8	n/a	0.180
209.5	n/a	0.210
217.6	n/a	0.223
226.7	n/a	0.174
229.3	n/a	0.290
236.7	n/a	0.255
244.2	n/a	0.189
250.3	n/a	0.192
260.0	n/a	0.171
270.1	n/a	0.204
272.7	n/a	0.292
280.3	n/a	0.159
286.0	n/a	0.205
295.5	n/a	0.239
