onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	0.799	21:42:43	1	10277	1	1	2	4	15	n/a	n/a	n/a	n/a	n/a	n/a	9,1	1
4.0	n/a	1.034	21:42:47	1	15139	2	2	2	16	15	n/a	n/a	n/a	n/a	n/a	n/a	15,2	1
9.0	n/a	0.848	21:42:52	1	19814	3	3	2	6	1	n/a	n/a	n/a	n/a	n/a	n/a	8,2	1
14.0	n/a	1.598	21:42:57	1	30856	4	4	6	15	16	11	9	8	12	n/a	n/a	12,1	1
25.0	n/a	0.933	21:43:08	1	41229	5	5	6	7	14	11	10	8	5	n/a	n/a	5,6	1
35.0	n/a	1.175	21:43:18	1	46256	6	6	2	10	9	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
40.0	n/a	0.961	21:43:23	1	51055	7	7	2	16	3	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
45.0	n/a	1.691	21:43:28	1	62196	8	8	6	4	7	8	15	11	3	n/a	n/a	10,3	1
56.0	n/a	1.106	21:43:39	1	72742	9	9	6	3	6	12	11	9	15	n/a	n/a	16,2	1
67.0	n/a	1.103	21:43:50	1	83290	10	10	6	6	1	11	15	8	9	n/a	n/a	4,2	1
77.0	n/a	2.085	21:44:00	1	94816	11	11	6	3	12	7	16	4	13	n/a	n/a	12,5	1
89.0	n/a	0.931	21:44:12	1	99572	12	12	2	14	11	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
