onset	duration	response_time
6.0	n/a	0.292
14.9	n/a	0.302
22.7	n/a	0.251
26.6	n/a	0.339
35.4	n/a	0.302
37.8	n/a	0.365
45.3	n/a	0.284
53.3	n/a	0.249
57.1	n/a	0.298
66.0	n/a	0.249
75.6	n/a	0.253
79.6	n/a	0.270
88.4	n/a	0.307
94.9	n/a	0.346
98.5	n/a	0.325
105.1	n/a	0.259
111.0	n/a	0.287
118.1	n/a	0.341
122.6	n/a	0.308
131.5	n/a	0.266
135.3	n/a	0.350
143.5	n/a	0.344
149.7	n/a	0.280
155.6	n/a	0.656
160.1	n/a	0.311
170.1	n/a	0.247
173.7	n/a	0.284
183.4	n/a	0.362
187.9	n/a	0.256
194.3	n/a	0.295
196.9	n/a	0.427
200.7	n/a	0.282
203.2	n/a	0.439
212.4	n/a	0.293
222.2	n/a	0.277
227.3	n/a	0.271
233.5	n/a	0.260
241.7	n/a	0.301
245.2	n/a	0.387
253.5	n/a	0.341
256.3	n/a	0.371
259.7	n/a	0.429
269.9	n/a	0.241
272.3	n/a	0.275
276.2	n/a	0.275
280.7	n/a	0.333
284.6	n/a	0.296
294.7	n/a	0.272
