onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.091	04:41:49	1	10558	1	1	2	2	15	n/a	n/a	n/a	n/a	n/a	n/a	15,2	1
5.0	n/a	1.878	04:41:54	1	21904	2	2	6	10	11	9	7	6	12	n/a	n/a	9,2	1
17.0	n/a	1.194	04:42:06	1	26961	3	3	2	5	15	n/a	n/a	n/a	n/a	n/a	n/a	13,2	1
22.0	n/a	1.886	04:42:11	1	38322	4	4	6	5	16	13	9	11	1	n/a	n/a	13,3	1
33.0	n/a	1.129	04:42:22	1	43297	5	5	2	5	11	n/a	n/a	n/a	n/a	n/a	n/a	5,1	1
38.0	n/a	2.538	04:42:27	1	55296	6	6	6	9	10	7	15	14	8	n/a	n/a	14,4	0
50.0	n/a	2.614	04:42:39	1	67377	7	7	6	3	2	6	8	13	1	n/a	n/a	15,5	1
62.0	n/a	3.117	04:42:51	1	79959	8	8	6	10	3	5	12	7	1	n/a	n/a	8,4	1
75.0	n/a	1.31	04:43:04	1	85114	9	9	2	15	9	n/a	n/a	n/a	n/a	n/a	n/a	14,1	1
80.0	n/a	1.204	04:43:09	1	90164	10	10	2	9	3	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
85.0	n/a	1.031	04:43:14	1	95035	11	11	2	14	2	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
90.0	n/a	1.518	04:43:19	1	106033	12	12	6	1	14	13	15	7	4	n/a	n/a	5,3	1
