onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	1.803	06:55:55	1	16887	1	1	6	6	3	11	14	10	13	n/a	n/a	11,3	1
11.0	n/a	1.085	06:56:06	1	21815	2	2	2	3	11	n/a	n/a	n/a	n/a	n/a	n/a	11,2	1
16.0	n/a	1.013	06:56:11	1	26675	3	3	2	10	6	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
21.0	n/a	5.303	06:56:16	1	41443	4	4	6	3	12	10	11	2	7	n/a	n/a	12,3	0
36.0	n/a	1.377	06:56:31	1	52286	5	5	6	15	16	5	7	8	14	n/a	n/a	8,5	1
47.0	n/a	0.985	06:56:42	1	57118	6	6	2	9	11	n/a	n/a	n/a	n/a	n/a	n/a	2,2	1
51.0	n/a	1.085	06:56:46	1	62068	7	7	2	3	1	n/a	n/a	n/a	n/a	n/a	n/a	1,2	1
56.0	n/a	0.977	06:56:51	1	66890	8	8	2	5	8	n/a	n/a	n/a	n/a	n/a	n/a	8,2	1
61.0	n/a	1.002	06:56:56	1	71736	9	9	2	10	7	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
66.0	n/a	3.287	06:57:01	1	84493	10	10	6	5	8	1	4	9	7	n/a	n/a	5,1	1
79.0	n/a	2.024	06:57:14	1	95982	11	11	6	6	4	14	15	11	16	n/a	n/a	11,1	1
90.0	n/a	3.474	06:57:25	1	108928	12	12	6	9	2	7	10	5	1	n/a	n/a	10,3	1
