onset	duration	response_time
15.7	n/a	0.243
23.9	n/a	0.280
33.3	n/a	0.245
42.5	n/a	0.231
49.4	n/a	0.248
54.1	n/a	0.263
62.8	n/a	0.241
71.0	n/a	0.239
74.7	n/a	0.328
81.4	n/a	0.280
91.4	n/a	0.240
94.4	n/a	0.293
97.5	n/a	0.235
100.5	n/a	0.249
110.2	n/a	0.256
113.3	n/a	0.287
116.3	n/a	0.260
124.8	n/a	0.235
130.9	n/a	0.267
135.6	n/a	0.254
138.1	n/a	0.274
146.2	n/a	0.247
153.8	n/a	0.250
159.3	n/a	0.270
162.3	n/a	0.276
167.0	n/a	0.259
175.5	n/a	0.267
180.9	n/a	0.260
189.0	n/a	0.235
192.0	n/a	0.298
197.3	n/a	0.248
203.7	n/a	0.233
210.5	n/a	0.250
220.5	n/a	0.252
224.8	n/a	0.251
229.1	n/a	0.257
235.8	n/a	0.248
238.5	n/a	0.356
244.6	n/a	0.298
249.4	n/a	0.293
258.6	n/a	0.222
266.2	n/a	0.212
270.9	n/a	0.253
278.9	n/a	0.266
288.4	n/a	0.232
294.5	n/a	0.246
