onset	duration	response_time
15.6	n/a	0.220
19.9	n/a	0.239
23.6	n/a	0.240
31.5	n/a	0.250
41.1	n/a	0.174
48.4	n/a	0.181
51.6	n/a	0.278
59.4	n/a	0.202
67.1	n/a	0.199
74.1	n/a	0.193
79.7	n/a	0.184
89.7	n/a	0.192
95.7	n/a	0.206
100.4	n/a	0.219
106.6	n/a	0.207
115.2	n/a	0.185
119.5	n/a	0.204
123.4	n/a	0.206
132.8	n/a	0.184
141.0	n/a	0.199
145.7	n/a	0.212
155.6	n/a	0.243
162.0	n/a	0.226
168.9	n/a	0.181
172.0	n/a	0.318
178.0	n/a	0.239
183.9	n/a	0.184
189.2	n/a	0.217
194.1	n/a	0.188
203.7	n/a	0.199
206.7	n/a	0.228
212.3	n/a	0.196
215.0	n/a	0.263
223.1	n/a	0.182
225.4	n/a	0.245
229.7	n/a	0.254
235.5	n/a	0.181
242.5	n/a	0.197
245.4	n/a	0.296
253.0	n/a	0.186
255.5	n/a	0.253
261.0	n/a	0.208
266.3	n/a	0.175
274.4	n/a	0.174
280.6	n/a	0.178
285.7	n/a	0.222
290.6	n/a	0.251
298.6	n/a	0.202
