onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	0.926	07:00:05	1	10404	1	1	2	16	12	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
4.0	n/a	1.047	07:00:09	1	15311	2	2	2	6	10	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
9.0	n/a	1.264	07:00:14	1	26035	3	3	6	16	10	14	15	13	5	n/a	n/a	5,6	1
20.0	n/a	0.91	07:00:25	1	30787	4	4	2	16	2	n/a	n/a	n/a	n/a	n/a	n/a	16,1	1
25.0	n/a	0.989	07:00:30	1	35618	5	5	2	14	8	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
30.0	n/a	0.993	07:00:35	1	46087	6	6	6	11	4	13	16	10	9	n/a	n/a	15,5	1
40.0	n/a	0.954	07:00:45	1	56503	7	7	6	11	10	5	15	3	4	n/a	n/a	4,6	1
50.0	n/a	0.875	07:00:55	1	61223	8	8	2	9	8	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
55.0	n/a	1.044	07:01:00	1	66122	9	9	2	1	12	n/a	n/a	n/a	n/a	n/a	n/a	1,1	1
60.0	n/a	1.002	07:01:05	1	76614	10	10	6	16	6	13	3	1	4	n/a	n/a	8,6	1
71.0	n/a	1.573	07:01:16	1	87663	11	11	6	2	9	7	14	1	8	n/a	n/a	16,3	1
82.0	n/a	3.577	07:01:27	1	100712	12	12	6	15	8	12	9	5	7	n/a	n/a	9,4	1
