onset	duration	response_time
15.9	n/a	0.290
22.7	n/a	0.208
31.9	n/a	0.269
34.3	n/a	0.288
44.4	n/a	0.266
49.6	n/a	0.277
54.5	n/a	0.285
61.4	n/a	0.261
68.9	n/a	0.310
78.7	n/a	0.263
84.8	n/a	0.281
88.5	n/a	0.290
94.5	n/a	0.310
97.8	n/a	0.291
106.4	n/a	0.254
114.6	n/a	0.230
121.1	n/a	0.222
130.8	n/a	0.229
133.3	n/a	0.316
139.0	n/a	0.226
143.0	n/a	0.218
150.8	n/a	0.258
154.1	n/a	0.251
161.8	n/a	0.225
165.2	n/a	0.245
174.7	n/a	0.264
180.1	n/a	0.268
183.6	n/a	0.232
187.0	n/a	0.235
192.5	n/a	0.239
196.7	n/a	0.204
205.0	n/a	0.217
210.1	n/a	0.277
214.3	n/a	0.232
220.0	n/a	0.227
227.8	n/a	0.212
230.9	n/a	0.231
238.7	n/a	0.229
248.8	n/a	0.269
254.0	n/a	0.287
256.5	n/a	0.239
261.3	n/a	0.252
264.1	n/a	0.308
270.0	n/a	0.247
280.0	n/a	0.249
289.5	n/a	0.264
293.4	n/a	0.266
