onset	duration	response_time
15.9	n/a	0.307
19.7	n/a	0.293
28.6	n/a	0.226
37.9	n/a	0.231
45.8	n/a	0.282
49.3	n/a	0.409
52.9	n/a	0.298
59.4	n/a	0.250
69.4	n/a	0.268
79.6	n/a	0.209
82.0	n/a	0.373
89.5	n/a	0.259
97.8	n/a	0.265
105.7	n/a	0.290
112.0	n/a	0.317
116.6	n/a	0.280
125.4	n/a	0.213
130.9	n/a	0.298
141.1	n/a	0.284
149.1	n/a	0.287
152.9	n/a	0.324
159.4	n/a	0.296
162.2	n/a	0.331
168.7	n/a	0.233
171.2	n/a	0.337
179.6	n/a	0.365
186.8	n/a	0.307
192.8	n/a	0.267
202.0	n/a	0.293
212.2	n/a	0.230
220.2	n/a	0.247
227.5	n/a	0.286
233.1	n/a	0.346
238.9	n/a	0.268
247.3	n/a	0.257
251.7	n/a	0.242
259.3	n/a	0.226
265.5	n/a	0.279
270.7	n/a	0.285
280.7	n/a	0.376
289.9	n/a	0.252
298.8	n/a	0.265
