onset	duration	response_time
11.4	n/a	0.296
15.3	n/a	0.202
18.6	n/a	0.227
26.6	n/a	0.183
35.2	n/a	0.197
43.9	n/a	0.200
51.3	n/a	0.198
59.9	n/a	0.194
68.2	n/a	0.189
76.6	n/a	0.193
81.0	n/a	0.319
86.1	n/a	0.236
93.5	n/a	0.202
101.0	n/a	0.239
104.7	n/a	0.276
107.7	n/a	0.300
112.3	n/a	0.216
116.6	n/a	0.239
126.1	n/a	0.231
135.4	n/a	0.193
144.2	n/a	0.225
151.4	n/a	0.196
155.0	n/a	0.305
164.8	n/a	0.195
171.8	n/a	0.216
174.6	n/a	0.345
175.9	n/a	0.001
184.2	n/a	0.225
192.0	n/a	0.253
196.1	n/a	0.299
199.1	n/a	0.301
204.9	n/a	0.270
213.3	n/a	0.202
220.1	n/a	0.213
226.5	n/a	0.224
230.3	n/a	0.225
233.6	n/a	0.259
241.7	n/a	0.199
247.2	n/a	0.264
256.7	n/a	0.220
266.5	n/a	0.274
269.4	n/a	0.264
272.0	n/a	0.327
279.0	n/a	0.243
286.0	n/a	0.231
289.9	n/a	0.234
