onset	duration	response_time
13.9	n/a	0.239
23.7	n/a	0.195
27.0	n/a	0.267
34.0	n/a	0.250
43.1	n/a	0.261
51.2	n/a	0.217
58.5	n/a	0.225
63.5	n/a	0.280
73.1	n/a	0.240
78.7	n/a	0.243
86.5	n/a	0.244
91.3	n/a	0.248
97.2	n/a	0.243
101.3	n/a	0.288
111.3	n/a	0.274
116.8	n/a	0.261
121.1	n/a	0.216
128.5	n/a	0.189
133.9	n/a	0.218
141.4	n/a	0.231
147.0	n/a	0.244
152.4	n/a	0.209
155.9	n/a	0.248
161.9	n/a	0.193
165.5	n/a	0.237
171.7	n/a	0.187
179.0	n/a	0.203
184.9	n/a	0.190
188.1	n/a	0.302
191.6	n/a	0.295
198.0	n/a	0.187
204.0	n/a	0.208
206.4	n/a	0.289
215.4	n/a	0.220
223.7	n/a	0.219
230.8	n/a	0.179
240.4	n/a	0.227
245.4	n/a	0.264
251.6	n/a	0.261
255.9	n/a	0.286
259.2	n/a	0.209
266.1	n/a	0.175
269.6	n/a	0.210
279.7	n/a	0.203
283.7	n/a	0.229
292.7	n/a	0.256
298.2	n/a	0.216
