onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	5.621	04:54:00	1	15304	1	1	2	12	14	n/a	n/a	n/a	n/a	n/a	n/a	12,1	1
10.0	n/a	3.067	04:54:10	1	22222	2	2	2	4	11	n/a	n/a	n/a	n/a	n/a	n/a	8,1	1
17.0	n/a	1.987	04:54:17	1	33673	3	3	6	7	4	13	1	15	12	n/a	n/a	1,6	1
29.0	n/a	1.913	04:54:29	1	39992	4	4	2	13	10	n/a	n/a	n/a	n/a	n/a	n/a	10,2	1
35.0	n/a	10.464	04:54:35	1	59908	5	5	6	5	8	2	6	13	1	n/a	n/a	13,6	1
55.0	n/a	3.1	04:54:55	1	66853	6	6	2	13	8	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
62.0	n/a	1.553	04:55:02	1	72801	7	7	2	8	9	n/a	n/a	n/a	n/a	n/a	n/a	6,2	1
67.0	n/a	1.589	04:55:07	1	83870	8	8	6	15	2	13	10	7	5	n/a	n/a	7,1	1
78.0	n/a	3.858	04:55:18	1	97201	9	9	6	8	3	6	10	7	9	n/a	n/a	9,6	1
92.0	n/a	1.53	04:55:32	1	102576	10	10	2	8	12	n/a	n/a	n/a	n/a	n/a	n/a	12,2	1
97.0	n/a	2.269	04:55:37	1	114321	11	11	6	5	14	6	4	11	8	n/a	n/a	1,3	1
109.0	n/a	2.064	04:55:49	1	126394	12	12	6	6	4	7	10	12	13	n/a	n/a	8,1	1
