onset	duration	response_time
7.9	n/a	0.207
14.6	n/a	0.264
22.0	n/a	0.230
28.0	n/a	0.262
34.1	n/a	0.207
36.5	n/a	0.308
43.3	n/a	0.257
53.4	n/a	0.226
55.9	n/a	0.285
62.8	n/a	0.231
71.0	n/a	0.253
76.1	n/a	0.268
84.4	n/a	0.217
87.1	n/a	0.341
94.6	n/a	0.262
100.8	n/a	0.251
109.7	n/a	0.215
115.7	n/a	0.245
118.2	n/a	0.316
125.1	n/a	0.278
132.0	n/a	0.231
135.3	n/a	0.256
144.5	n/a	0.271
147.1	n/a	0.439
154.4	n/a	0.366
161.4	n/a	0.257
166.7	n/a	0.234
173.0	n/a	0.281
181.7	n/a	0.238
189.0	n/a	0.235
192.0	n/a	0.339
201.8	n/a	0.242
206.1	n/a	0.263
210.9	n/a	0.272
218.7	n/a	0.284
225.0	n/a	0.260
229.9	n/a	0.237
239.6	n/a	0.237
243.3	n/a	0.266
250.6	n/a	0.264
257.9	n/a	0.272
260.5	n/a	0.311
269.2	n/a	0.294
279.4	n/a	0.415
289.7	n/a	0.288
295.3	n/a	0.281
297.8	n/a	0.294
