onset	duration	response_time	time	order_of_test	time_start_battery	order_in_test	order	no_grids	grid1	grid2	grid3	grid4	grid5	grid6	grid7	grid8	pres_grid	correct
0.0	n/a	2.144	06:24:06	1	11602	1	1	2	14	4	n/a	n/a	n/a	n/a	n/a	n/a	14,1	1
6.0	n/a	1.209	06:24:12	1	16654	2	2	2	6	13	n/a	n/a	n/a	n/a	n/a	n/a	3,2	1
11.0	n/a	1.925	06:24:17	1	28045	3	3	6	14	11	8	9	10	3	n/a	n/a	10,2	1
22.0	n/a	1.018	06:24:28	1	38539	4	4	6	9	6	11	3	8	13	n/a	n/a	5,2	1
33.0	n/a	1.418	06:24:39	1	49419	5	5	6	11	10	8	5	6	16	n/a	n/a	10,2	1
44.0	n/a	3.243	06:24:50	1	62121	6	6	6	11	6	9	1	10	12	n/a	n/a	6,2	1
56.0	n/a	1.219	06:25:02	1	67199	7	7	2	6	11	n/a	n/a	n/a	n/a	n/a	n/a	15,1	1
61.0	n/a	1.146	06:25:07	1	72192	8	8	2	3	10	n/a	n/a	n/a	n/a	n/a	n/a	3,1	1
66.0	n/a	1.358	06:25:12	1	83022	9	9	6	3	4	10	5	15	9	n/a	n/a	12,4	1
77.0	n/a	1.309	06:25:23	1	88173	10	10	2	8	5	n/a	n/a	n/a	n/a	n/a	n/a	7,1	1
82.0	n/a	1.253	06:25:28	1	98893	11	11	6	11	5	8	16	10	14	n/a	n/a	11,1	0
93.0	n/a	0.947	06:25:39	1	103680	12	12	2	11	15	n/a	n/a	n/a	n/a	n/a	n/a	15,2	1
