onset	duration	response_time
13.5	n/a	0.215
19.2	n/a	0.240
26.5	n/a	0.217
35.1	n/a	0.223
38.3	n/a	0.400
45.7	n/a	0.255
53.0	n/a	0.230
58.1	n/a	0.252
61.5	n/a	0.316
69.0	n/a	0.258
78.8	n/a	0.236
81.8	n/a	0.266
89.7	n/a	0.229
94.5	n/a	0.291
99.4	n/a	0.240
105.7	n/a	0.215
113.9	n/a	0.263
121.1	n/a	0.001
122.5	n/a	0.419
131.7	n/a	0.275
136.6	n/a	0.266
142.1	n/a	0.286
146.5	n/a	0.274
155.4	n/a	0.306
162.0	n/a	0.235
165.2	n/a	0.270
171.7	n/a	0.251
180.1	n/a	0.235
185.4	n/a	0.274
192.2	n/a	0.272
197.5	n/a	0.273
203.7	n/a	0.252
208.6	n/a	0.296
216.0	n/a	0.277
225.7	n/a	0.276
228.4	n/a	0.345
231.6	n/a	0.263
238.2	n/a	0.263
244.7	n/a	0.270
252.7	n/a	0.275
261.0	n/a	0.317
268.7	n/a	0.272
277.3	n/a	0.291
280.0	n/a	0.254
285.7	n/a	0.238
293.8	n/a	0.246
