onset	duration	response_time
11.0	n/a	0.198
13.8	n/a	0.242
16.1	n/a	0.220
19.3	n/a	0.205
21.8	n/a	0.229
29.0	n/a	0.213
39.2	n/a	0.209
47.5	n/a	0.178
51.3	n/a	0.193
59.1	n/a	0.233
63.6	n/a	0.355
69.0	n/a	0.203
74.2	n/a	0.190
80.9	n/a	0.178
89.5	n/a	0.201
95.4	n/a	0.237
98.9	n/a	0.251
107.5	n/a	0.192
116.3	n/a	0.178
123.5	n/a	0.179
128.8	n/a	0.195
132.6	n/a	0.287
141.7	n/a	0.312
150.4	n/a	0.183
154.1	n/a	0.260
162.6	n/a	0.226
169.5	n/a	0.184
173.3	n/a	0.268
182.8	n/a	0.181
191.9	n/a	0.214
194.5	n/a	0.278
198.2	n/a	0.252
201.9	n/a	0.193
212.1	n/a	0.196
217.6	n/a	0.206
223.5	n/a	0.218
232.6	n/a	0.202
242.5	n/a	0.190
246.5	n/a	0.255
256.3	n/a	0.231
259.3	n/a	0.567
268.1	n/a	0.233
271.7	n/a	0.229
280.5	n/a	0.175
283.5	n/a	0.323
292.6	n/a	0.184
297.2	n/a	0.278
