onset	duration	response_time
10.7	n/a	0.240
15.2	n/a	0.423
22.2	n/a	0.223
25.7	n/a	0.268
30.0	n/a	0.280
40.0	n/a	0.223
48.3	n/a	0.296
55.0	n/a	0.303
61.8	n/a	0.243
69.1	n/a	0.290
74.7	n/a	0.446
83.9	n/a	0.260
90.7	n/a	0.218
97.4	n/a	0.274
103.4	n/a	0.237
110.2	n/a	0.269
119.3	n/a	0.261
123.7	n/a	0.337
128.0	n/a	0.275
132.6	n/a	0.242
137.2	n/a	0.289
144.0	n/a	0.267
147.8	n/a	0.314
157.9	n/a	0.255
168.2	n/a	0.258
174.4	n/a	0.343
177.1	n/a	0.344
185.9	n/a	0.305
190.6	n/a	0.252
195.8	n/a	0.250
204.4	n/a	0.309
208.1	n/a	0.276
217.1	n/a	0.248
225.1	n/a	0.285
232.7	n/a	0.269
241.1	n/a	0.281
247.3	n/a	0.363
252.3	n/a	0.225
255.7	n/a	0.260
262.0	n/a	0.266
266.8	n/a	0.291
271.4	n/a	0.241
281.4	n/a	0.213
288.3	n/a	0.440
296.1	n/a	0.237
