onset	duration	response_time
12.8	n/a	0.198
17.7	n/a	0.319
22.6	n/a	0.224
30.9	n/a	0.001
32.4	n/a	0.511
35.7	n/a	0.386
38.8	n/a	0.367
41.2	n/a	0.343
49.2	n/a	0.220
55.8	n/a	0.241
64.4	n/a	0.220
74.6	n/a	0.282
82.9	n/a	0.289
91.3	n/a	0.337
95.4	n/a	0.367
103.8	n/a	0.223
112.9	n/a	0.200
122.0	n/a	0.255
127.5	n/a	0.304
130.5	n/a	0.389
134.8	n/a	0.320
138.6	n/a	0.232
145.9	n/a	0.277
155.5	n/a	0.243
160.2	n/a	0.363
165.5	n/a	0.268
171.6	n/a	0.236
177.8	n/a	0.272
185.7	n/a	0.301
190.3	n/a	0.362
198.4	n/a	0.275
203.1	n/a	0.289
208.4	n/a	0.303
210.9	n/a	0.443
216.5	n/a	0.258
219.6	n/a	0.326
225.7	n/a	0.249
235.4	n/a	0.296
244.6	n/a	0.311
253.6	n/a	0.309
259.5	n/a	0.322
266.7	n/a	0.276
273.8	n/a	0.275
282.2	n/a	0.293
292.2	n/a	0.290
