onset	duration	response_time
13.7	n/a	0.334
18.6	n/a	0.281
27.7	n/a	0.232
32.1	n/a	0.330
37.0	n/a	0.273
46.5	n/a	0.220
54.7	n/a	0.217
61.4	n/a	0.218
69.3	n/a	0.202
75.0	n/a	0.236
83.0	n/a	0.199
91.8	n/a	0.001
93.4	n/a	0.582
97.0	n/a	0.300
101.4	n/a	0.204
104.1	n/a	0.231
110.0	n/a	0.201
112.9	n/a	0.241
115.4	n/a	0.269
120.2	n/a	0.211
124.5	n/a	0.262
128.2	n/a	0.219
134.8	n/a	0.213
139.4	n/a	0.209
148.4	n/a	0.197
153.6	n/a	0.215
163.5	n/a	0.252
166.3	n/a	0.494
176.3	n/a	0.235
185.0	n/a	0.226
192.1	n/a	0.262
201.1	n/a	0.233
208.2	n/a	0.203
217.8	n/a	0.217
221.0	n/a	0.268
225.2	n/a	0.246
227.6	n/a	0.274
232.8	n/a	0.204
237.7	n/a	0.235
240.4	n/a	0.232
247.7	n/a	0.215
250.9	n/a	0.262
256.0	n/a	0.220
260.9	n/a	0.285
265.0	n/a	0.236
269.5	n/a	0.216
276.4	n/a	0.217
281.3	n/a	0.245
289.8	n/a	0.229
294.7	n/a	0.241
