onset	duration	response_time
14.9	n/a	0.230
24.2	n/a	0.215
33.7	n/a	0.192
41.2	n/a	0.248
48.0	n/a	0.174
56.5	n/a	0.230
62.8	n/a	2.014
68.6	n/a	0.545
72.7	n/a	0.243
78.4	n/a	0.229
88.5	n/a	0.239
97.8	n/a	0.195
102.3	n/a	0.239
107.0	n/a	0.198
117.0	n/a	0.266
120.7	n/a	0.295
129.3	n/a	0.213
132.8	n/a	0.274
138.2	n/a	0.222
145.5	n/a	0.200
148.3	n/a	0.317
158.2	n/a	0.220
165.9	n/a	0.228
175.2	n/a	0.205
182.4	n/a	0.237
192.2	n/a	0.243
198.9	n/a	0.619
207.6	n/a	0.255
211.9	n/a	0.340
219.0	n/a	0.209
227.6	n/a	0.208
233.5	n/a	0.217
236.2	n/a	0.392
243.9	n/a	0.202
251.7	n/a	0.216
256.1	n/a	0.317
260.3	n/a	0.217
263.7	n/a	0.234
271.2	n/a	0.196
279.6	n/a	0.224
285.4	n/a	0.253
289.5	n/a	0.229
294.5	n/a	0.195
