onset	duration	response_time
8.2	n/a	0.206
11.2	n/a	0.252
15.2	n/a	0.187
20.5	n/a	0.191
24.2	n/a	0.189
34.0	n/a	0.201
39.0	n/a	0.201
42.7	n/a	0.226
50.6	n/a	0.001
52.2	n/a	0.361
57.9	n/a	0.217
67.9	n/a	0.189
72.2	n/a	0.193
79.1	n/a	0.202
88.7	n/a	0.259
94.2	n/a	0.201
101.4	n/a	0.262
109.3	n/a	0.215
119.6	n/a	0.244
123.5	n/a	0.257
129.4	n/a	0.216
139.9	n/a	0.898
146.5	n/a	0.240
150.0	n/a	0.279
154.7	n/a	0.311
158.5	n/a	0.239
166.0	n/a	0.229
170.7	n/a	0.208
179.7	n/a	0.215
186.9	n/a	0.216
194.8	n/a	0.207
204.6	n/a	0.190
207.8	n/a	0.336
215.5	n/a	0.246
220.1	n/a	0.237
227.5	n/a	0.217
232.1	n/a	0.192
234.6	n/a	0.353
239.1	n/a	0.221
242.8	n/a	0.246
252.3	n/a	0.182
259.0	n/a	0.189
267.4	n/a	0.185
274.4	n/a	0.225
282.2	n/a	0.239
288.4	n/a	0.238
291.8	n/a	0.298
295.8	n/a	0.278
