onset	duration	response_time
12.4	n/a	0.222
20.6	n/a	0.223
23.6	n/a	0.331
30.0	n/a	0.218
36.6	n/a	0.199
40.8	n/a	0.200
46.5	n/a	0.201
54.6	n/a	0.225
61.7	n/a	0.243
66.9	n/a	0.188
71.8	n/a	0.227
81.9	n/a	0.188
89.1	n/a	0.243
97.6	n/a	0.293
104.9	n/a	0.226
107.8	n/a	0.270
110.4	n/a	0.187
115.7	n/a	0.211
121.4	n/a	0.194
124.1	n/a	0.187
131.4	n/a	0.213
136.7	n/a	0.240
139.9	n/a	0.263
144.0	n/a	0.234
149.1	n/a	0.191
152.8	n/a	0.370
157.2	n/a	0.242
160.5	n/a	0.230
166.5	n/a	0.250
172.2	n/a	0.305
180.6	n/a	0.244
187.3	n/a	0.235
193.1	n/a	0.330
196.1	n/a	0.301
204.0	n/a	0.272
210.7	n/a	0.252
220.9	n/a	0.210
225.7	n/a	0.213
231.4	n/a	0.223
237.1	n/a	0.199
240.4	n/a	0.266
247.0	n/a	0.255
254.0	n/a	0.293
262.2	n/a	0.287
265.3	n/a	0.409
270.9	n/a	0.233
273.3	n/a	0.231
277.4	n/a	0.224
282.3	n/a	0.189
291.6	n/a	0.232
