onset	duration	trial_type	trial_number	event_type	cue_to_participant	stimulus_type	time_until_response	rated_success_of_regulation	onset_uncorrected
0.009	10.014	Instruction	-1	Picture	Instruction	n/a	n/a	n/a	28.195
10.04	5.007	ITI	0	Picture	Fixation+	1	11.376	n/a	38.226
15.063	2.006	Cue	0	Picture	Maintain	1	9.354	n/a	43.249
17.069	4.99	Pic	0	Picture	IAPS_01	1	4.364	n/a	45.255
22.059	2.006	Blank	0	Picture	BLANK	1	2.358	n/a	50.245
26.423	n/a	ConfirmRating	0	Response	n/a	1	n/a	7	54.609
26.453	6.002	ITI	1	Picture	Fixation+	2	10.798	n/a	54.639
32.471	2.006	Cue	1	Picture	Enhance	2	8.775	n/a	60.657
34.477	4.99	Pic	1	Picture	IAPS_26	2	3.785	n/a	62.663
39.467	2.006	Blank	1	Picture	BLANK	2	1.779	n/a	67.653
43.252	n/a	ConfirmRating	1	Response	n/a	2	n/a	6	71.438
43.28	4.012	ITI	2	Picture	Fixation+	3	13.591	n/a	71.466
47.309	2.006	Cue	2	Picture	Suppress	3	11.569	n/a	75.495
49.315	4.99	Pic	2	Picture	IAPS_36	3	6.578	n/a	77.501
54.305	2.006	Blank	2	Picture	BLANK	3	4.572	n/a	82.491
60.884	n/a	ConfirmRating	2	Response	n/a	3	n/a	4	89.07
60.904	5.007	ITI	3	Picture	Fixation+	4	10.833	n/a	89.09
65.927	2.006	Cue	3	Picture	Maintain	4	8.81	n/a	94.113
67.933	4.99	Pic	3	Picture	IAPS_46	4	3.82	n/a	96.119
72.923	2.006	Blank	3	Picture	BLANK	4	1.814	n/a	101.109
76.743	n/a	ConfirmRating	3	Response	n/a	4	n/a	7	104.929
76.769	5.007	ITI	4	Picture	Fixation+	4	10.34	n/a	104.956
81.793	2.006	Cue	4	Picture	Maintain	4	8.317	n/a	109.979
83.799	4.99	Pic	4	Picture	IAPS_49	4	3.327	n/a	111.985
88.789	2.006	Blank	4	Picture	BLANK	4	1.321	n/a	116.975
92.116	n/a	ConfirmRating	4	Response	n/a	4	n/a	7	120.302
92.138	6.002	ITI	5	Picture	Fixation+	2	10.32	n/a	120.324
98.156	2.006	Cue	5	Picture	Enhance	2	8.298	n/a	126.342
100.162	4.99	Pic	5	Picture	IAPS_27	2	3.307	n/a	128.348
105.153	2.006	Blank	5	Picture	BLANK	2	1.301	n/a	133.339
108.46	n/a	ConfirmRating	5	Response	n/a	2	n/a	6	136.646
108.485	4.012	ITI	6	Picture	Fixation+	1	10.81	n/a	136.671
112.514	2.006	Cue	6	Picture	Maintain	1	8.787	n/a	140.7
114.52	4.99	Pic	6	Picture	IAPS_02	1	3.797	n/a	142.706
119.51	2.006	Blank	6	Picture	BLANK	1	1.791	n/a	147.696
123.307	n/a	ConfirmRating	6	Response	n/a	1	n/a	7	151.493
123.34	6.002	ITI	7	Picture	Fixation+	3	10.688	n/a	151.526
129.358	2.006	Cue	7	Picture	Suppress	3	8.665	n/a	157.544
131.364	4.99	Pic	7	Picture	IAPS_37	3	3.675	n/a	159.55
136.354	2.006	Blank	7	Picture	BLANK	3	1.669	n/a	164.54
140.029	n/a	ConfirmRating	7	Response	n/a	3	n/a	6	168.215
140.051	5.007	ITI	8	Picture	Fixation+	4	10.802	n/a	168.237
145.075	2.006	Cue	8	Picture	Maintain	4	8.779	n/a	173.261
147.081	4.99	Pic	8	Picture	IAPS_52	4	3.789	n/a	175.267
152.071	2.006	Blank	8	Picture	BLANK	4	1.783	n/a	180.257
155.859	n/a	ConfirmRating	8	Response	n/a	4	n/a	7	184.046
155.884	6.002	ITI	9	Picture	Fixation+	1	10.476	n/a	184.07
161.902	2.006	Cue	9	Picture	Maintain	1	8.453	n/a	190.088
163.908	4.99	Pic	9	Picture	IAPS_03	1	3.463	n/a	192.094
168.898	2.006	Blank	9	Picture	BLANK	1	1.457	n/a	197.084
172.361	n/a	ConfirmRating	9	Response	n/a	1	n/a	7	200.547
172.38	5.007	ITI	10	Picture	Fixation+	2	10.667	n/a	200.566
177.403	2.006	Cue	10	Picture	Enhance	2	8.645	n/a	205.589
179.409	4.99	Pic	10	Picture	IAPS_28	2	3.655	n/a	207.595
184.4	2.006	Blank	10	Picture	BLANK	2	1.649	n/a	212.586
188.054	n/a	ConfirmRating	10	Response	n/a	2	n/a	6	216.24
188.08	4.012	ITI	11	Picture	Fixation+	3	12.694	n/a	216.266
192.109	2.006	Cue	11	Picture	Suppress	3	10.671	n/a	220.295
194.115	4.99	Pic	11	Picture	IAPS_38	3	5.681	n/a	222.301
199.105	2.006	Blank	11	Picture	BLANK	3	3.675	n/a	227.291
204.786	n/a	ConfirmRating	11	Response	n/a	3	n/a	5	232.972
204.808	6.002	ITI	12	Picture	Fixation+	2	10.37	n/a	232.994
210.826	2.006	Cue	12	Picture	Enhance	2	8.348	n/a	239.012
212.832	4.99	Pic	12	Picture	IAPS_29	2	3.357	n/a	241.018
217.823	2.006	Blank	12	Picture	BLANK	2	1.351	n/a	246.009
221.18	n/a	ConfirmRating	12	Response	n/a	2	n/a	5	249.366
221.205	5.007	ITI	13	Picture	Fixation+	1	13.011	n/a	249.391
226.228	2.006	Cue	13	Picture	Maintain	1	10.989	n/a	254.414
228.234	4.99	Pic	13	Picture	IAPS_04	1	5.998	n/a	256.42
233.224	2.006	Blank	13	Picture	BLANK	1	3.992	n/a	261.41
239.223	n/a	ConfirmRating	13	Response	n/a	1	n/a	7	267.409
239.242	4.012	ITI	14	Picture	Fixation+	4	10.619	n/a	267.428
243.271	2.006	Cue	14	Picture	Maintain	4	8.596	n/a	271.457
245.277	4.99	Pic	14	Picture	IAPS_55	4	3.606	n/a	273.463
250.267	2.006	Blank	14	Picture	BLANK	4	1.6	n/a	278.453
253.874	n/a	ConfirmRating	14	Response	n/a	4	n/a	7	282.06
253.898	5.007	ITI	15	Picture	Fixation+	3	10.786	n/a	282.084
258.922	2.006	Cue	15	Picture	Suppress	3	8.764	n/a	287.108
260.928	4.99	Pic	15	Picture	IAPS_39	3	3.773	n/a	289.114
265.918	2.006	Blank	15	Picture	BLANK	3	1.767	n/a	294.104
269.691	n/a	ConfirmRating	15	Response	n/a	3	n/a	5	297.877
269.714	6.002	ITI	16	Picture	Fixation+	2	10.131	n/a	297.9
275.733	2.006	Cue	16	Picture	Enhance	2	8.109	n/a	303.919
277.739	4.99	Pic	16	Picture	IAPS_30	2	3.118	n/a	305.925
282.729	2.006	Blank	16	Picture	BLANK	2	1.112	n/a	310.915
285.847	n/a	ConfirmRating	16	Response	n/a	2	n/a	5	314.033
285.879	6.002	ITI	17	Picture	Fixation+	1	10.914	n/a	314.065
291.897	2.006	Cue	17	Picture	Maintain	1	8.891	n/a	320.083
293.903	4.99	Pic	17	Picture	IAPS_05	1	3.901	n/a	322.089
298.893	2.006	Blank	17	Picture	BLANK	1	1.895	n/a	327.079
302.794	n/a	ConfirmRating	17	Response	n/a	1	n/a	7	330.98
302.823	4.012	ITI	18	Picture	Fixation+	3	10.225	n/a	331.009
306.851	2.006	Cue	18	Picture	Suppress	3	8.203	n/a	335.037
308.857	4.99	Pic	18	Picture	IAPS_40	3	3.212	n/a	337.043
313.847	2.006	Blank	18	Picture	BLANK	3	1.206	n/a	342.033
317.06	n/a	ConfirmRating	18	Response	n/a	3	n/a	0	345.246
317.08	5.007	ITI	19	Picture	Fixation+	4	10.543	n/a	345.266
322.104	2.006	Cue	19	Picture	Maintain	4	8.52	n/a	350.29
324.11	4.99	Pic	19	Picture	IAPS_58	4	3.53	n/a	352.296
329.1	2.006	Blank	19	Picture	BLANK	4	1.524	n/a	357.286
332.63	n/a	ConfirmRating	19	Response	n/a	4	n/a	7	360.816
332.648	6.002	ITI	20	Picture	Fixation+	4	10.284	n/a	360.834
338.666	2.006	Cue	20	Picture	Maintain	4	8.262	n/a	366.852
340.672	4.99	Pic	20	Picture	IAPS_47	4	3.271	n/a	368.858
345.662	2.006	Blank	20	Picture	BLANK	4	1.265	n/a	373.848
348.934	n/a	ConfirmRating	20	Response	n/a	4	n/a	7	377.12
348.962	5.007	ITI	21	Picture	Fixation+	3	11.829	n/a	377.147
353.985	2.006	Cue	21	Picture	Suppress	3	9.806	n/a	382.171
355.991	4.99	Pic	21	Picture	IAPS_41	3	4.816	n/a	384.177
360.981	2.006	Blank	21	Picture	BLANK	3	2.81	n/a	389.167
365.797	n/a	ConfirmRating	21	Response	n/a	3	n/a	6	393.983
365.822	4.012	ITI	22	Picture	Fixation+	1	10.491	n/a	394.008
369.851	2.006	Cue	22	Picture	Maintain	1	8.468	n/a	398.037
371.857	4.99	Pic	22	Picture	IAPS_06	1	3.478	n/a	400.043
376.847	2.006	Blank	22	Picture	BLANK	1	1.472	n/a	405.033
380.325	n/a	ConfirmRating	22	Response	n/a	1	n/a	7	408.511
380.345	4.012	ITI	23	Picture	Fixation+	2	10.948	n/a	408.531
384.374	2.006	Cue	23	Picture	Enhance	2	8.925	n/a	412.56
386.38	4.99	Pic	23	Picture	IAPS_16	2	3.935	n/a	414.566
391.37	2.006	Blank	23	Picture	BLANK	2	1.929	n/a	419.556
395.305	n/a	ConfirmRating	23	Response	n/a	2	n/a	6	423.491
395.333	5.007	ITI	24	Picture	Fixation+	1	10.86	n/a	423.519
400.356	2.006	Cue	24	Picture	Maintain	1	8.837	n/a	428.542
402.362	4.99	Pic	24	Picture	IAPS_07	1	3.847	n/a	430.548
407.352	2.006	Blank	24	Picture	BLANK	1	1.841	n/a	435.538
411.199	n/a	ConfirmRating	24	Response	n/a	1	n/a	7	439.385
411.232	4.012	ITI	25	Picture	Fixation+	2	10.938	n/a	439.418
415.26	2.006	Cue	25	Picture	Enhance	2	8.915	n/a	443.446
417.266	4.99	Pic	25	Picture	IAPS_17	2	3.925	n/a	445.452
422.257	2.006	Blank	25	Picture	BLANK	2	1.919	n/a	450.443
426.182	n/a	ConfirmRating	25	Response	n/a	2	n/a	6	454.368
426.202	6.002	ITI	26	Picture	Fixation+	4	10.396	n/a	454.388
432.221	2.006	Cue	26	Picture	Maintain	4	8.373	n/a	460.407
434.227	4.99	Pic	26	Picture	IAPS_50	4	3.383	n/a	462.413
439.217	2.006	Blank	26	Picture	BLANK	4	1.377	n/a	467.403
442.6	n/a	ConfirmRating	26	Response	n/a	4	n/a	7	470.786
442.632	5.007	ITI	27	Picture	Fixation+	3	11.577	n/a	470.818
447.656	2.006	Cue	27	Picture	Suppress	3	9.555	n/a	475.841
449.662	4.99	Pic	27	Picture	IAPS_42	3	4.565	n/a	477.848
454.652	2.006	Blank	27	Picture	BLANK	3	2.559	n/a	482.838
459.216	n/a	ConfirmRating	27	Response	n/a	3	n/a	2	487.402
459.244	5.007	ITI	28	Picture	Fixation+	2	10.866	n/a	487.43
464.268	2.006	Cue	28	Picture	Enhance	2	8.844	n/a	492.454
466.274	4.99	Pic	28	Picture	IAPS_18	2	3.853	n/a	494.46
471.264	2.006	Blank	28	Picture	BLANK	2	1.847	n/a	499.45
475.117	n/a	ConfirmRating	28	Response	n/a	2	n/a	6	503.303
475.143	4.012	ITI	29	Picture	Fixation+	3	10.213	n/a	503.329
479.172	2.006	Cue	29	Picture	Suppress	3	8.19	n/a	507.358
481.178	4.99	Pic	29	Picture	IAPS_43	3	3.2	n/a	509.364
486.168	2.006	Blank	29	Picture	BLANK	3	1.194	n/a	514.354
489.368	n/a	ConfirmRating	29	Response	n/a	3	n/a	3	517.554
489.401	15.004	Rest	29	Picture	Rest	n/a	-15.037	n/a	517.587
504.422	5.007	ITI	30	Picture	Fixation+	4	10.768	n/a	532.608
509.445	2.006	Cue	30	Picture	Maintain	4	8.746	n/a	537.631
511.451	4.99	Pic	30	Picture	IAPS_53	4	3.755	n/a	539.637
516.441	2.006	Blank	30	Picture	BLANK	4	1.749	n/a	544.627
520.197	n/a	ConfirmRating	30	Response	n/a	4	n/a	7	548.383
520.221	6.002	ITI	31	Picture	Fixation+	1	11.153	n/a	548.407
526.239	2.006	Cue	31	Picture	Maintain	1	9.13	n/a	554.425
528.245	4.99	Pic	31	Picture	IAPS_08	1	4.14	n/a	556.431
533.236	2.006	Blank	31	Picture	BLANK	1	2.134	n/a	561.422
537.375	n/a	ConfirmRating	31	Response	n/a	1	n/a	7	565.562
537.397	4.012	ITI	32	Picture	Fixation+	3	11.58	n/a	565.583
541.426	2.006	Cue	32	Picture	Suppress	3	9.558	n/a	569.612
543.432	4.99	Pic	32	Picture	IAPS_44	3	4.567	n/a	571.618
548.422	2.006	Blank	32	Picture	BLANK	3	2.562	n/a	576.608
552.989	n/a	ConfirmRating	32	Response	n/a	3	n/a	6	581.175
553.014	5.007	ITI	33	Picture	Fixation+	1	13.698	n/a	581.2
558.038	2.006	Cue	33	Picture	Maintain	1	11.675	n/a	586.224
560.044	4.99	Pic	33	Picture	IAPS_09	1	6.685	n/a	588.23
565.034	2.006	Blank	33	Picture	BLANK	1	4.679	n/a	593.22
571.719	n/a	ConfirmRating	33	Response	n/a	1	n/a	6	599.905
571.748	4.012	ITI	34	Picture	Fixation+	2	10.709	n/a	599.934
575.777	2.006	Cue	34	Picture	Enhance	2	8.686	n/a	603.963
577.783	4.99	Pic	34	Picture	IAPS_19	2	3.696	n/a	605.969
582.773	2.006	Blank	34	Picture	BLANK	2	1.69	n/a	610.959
586.469	n/a	ConfirmRating	34	Response	n/a	2	n/a	6	614.655
586.487	6.002	ITI	35	Picture	Fixation+	4	10.768	n/a	614.673
592.505	2.006	Cue	35	Picture	Maintain	4	8.746	n/a	620.691
594.511	4.99	Pic	35	Picture	IAPS_56	4	3.755	n/a	622.697
599.501	2.006	Blank	35	Picture	BLANK	4	1.749	n/a	627.687
603.257	n/a	ConfirmRating	35	Response	n/a	4	n/a	7	631.443
603.281	5.007	ITI	36	Picture	Fixation+	3	9.986	n/a	631.467
608.305	2.006	Cue	36	Picture	Suppress	3	7.964	n/a	636.491
610.311	4.99	Pic	36	Picture	IAPS_45	3	2.974	n/a	638.497
615.301	2.006	Blank	36	Picture	BLANK	3	0.968	n/a	643.487
618.275	n/a	ConfirmRating	36	Response	n/a	3	n/a	5	646.461
618.302	6.002	ITI	37	Picture	Fixation+	4	10.569	n/a	646.488
624.32	2.006	Cue	37	Picture	Maintain	4	8.547	n/a	652.506
626.326	4.99	Pic	37	Picture	IAPS_59	4	3.556	n/a	654.512
631.316	2.006	Blank	37	Picture	BLANK	4	1.55	n/a	659.502
634.872	n/a	ConfirmRating	37	Response	n/a	4	n/a	7	663.058
634.897	5.007	ITI	38	Picture	Fixation+	2	10.536	n/a	663.083
639.921	2.006	Cue	38	Picture	Enhance	2	8.514	n/a	668.107
641.927	4.99	Pic	38	Picture	IAPS_20	2	3.523	n/a	670.113
